"","Longitude","Latitude","mes","ndvi_mean","ndvi_sd","ndvi_max","ndvi_min","ndvi_cv","ndvi_obs"
"251",623211.44,7959313.58,"Nov",0.454402777777778,0.182069114798452,0.8365,0.1425,40.0677820872592,36
"252",623211.44,7959313.58,"Dec",0.586411904761905,0.1879404319256,0.925,0.1895,32.0492183735436,42
"253",623217.91,7958543.82,"Jan",0.664016666666667,0.200965146737567,0.9073,0.1327,30.2650756864889,42
"254",623217.91,7958543.82,"Feb",0.71093023255814,0.123668544206419,0.9444,0.4035,17.3953137091136,43
"255",623217.91,7958543.82,"Mar",0.654588636363636,0.125960311608152,0.8438,0.3057,19.2426670141855,44
"256",623217.91,7958543.82,"Apr",0.589974418604651,0.195876609718396,0.8065,0.1695,33.2008649089675,43
"257",623217.91,7958543.82,"May",0.583495454545455,0.160727495736837,0.7887,0.2281,27.5456294448848,44
"258",623217.91,7958543.82,"Jun",0.467236363636364,0.145673767555834,0.7279,0.2353,31.1777461886951,44
"259",623217.91,7958543.82,"Jul",0.354497727272727,0.111613903628028,0.6354,0.2055,31.4850829895898,44
"260",623217.91,7958543.82,"Aug",0.291628571428571,0.0863894395243078,0.5765,0.1413,29.6231055486507,42
"261",623217.91,7958543.82,"Sep",0.274016666666667,0.0990441239848935,0.6575,0.1377,36.1452918867077,42
"262",623217.91,7958543.82,"Oct",0.345659259259259,0.135006348167722,0.7313,0.1433,39.0576397279325,27
"263",623217.91,7958543.82,"Nov",0.470552777777778,0.1405346108587,0.7521,0.1666,29.8658551166962,36
"264",623217.91,7958543.82,"Dec",0.58977380952381,0.17434314784289,0.8378,0.195,29.5610189919516,42
"265",623278.23,7960314.47,"Jan",0.685447619047619,0.16113638555674,0.8929,0.2826,23.5081983041429,42
"266",623278.23,7960314.47,"Feb",0.705953488372093,0.163413694053492,0.9615,0.2023,23.1479405860461,43
"267",623278.23,7960314.47,"Mar",0.677238636363636,0.178172417430367,0.8706,0.1767,26.3086610632621,44
"268",623278.23,7960314.47,"Apr",0.617093023255814,0.209951185250909,0.8535,0.1544,34.0226152846771,43
"269",623278.23,7960314.47,"May",0.574243181818182,0.182938128310204,0.8245,0.2694,31.857257361068,44
"270",623278.23,7960314.47,"Jun",0.477275,0.165285185713297,0.8105,0.2126,34.6310168588962,44
"271",623278.23,7960314.47,"Jul",0.363713636363636,0.120214365877018,0.6527,0.2006,33.0519270816751,44
"272",623278.23,7960314.47,"Aug",0.290638095238095,0.0952180295296164,0.5881,0.1291,32.7617167500401,42
"273",623278.23,7960314.47,"Sep",0.300095238095238,0.114250947484743,0.7435,0.1436,38.0715629511202,42
"274",623278.23,7960314.47,"Oct",0.34247037037037,0.137535703937377,0.7215,0.151,40.1598841349799,27
"275",623278.23,7960314.47,"Nov",0.448063888888889,0.181220137879365,0.7594,0.096,40.4451557854294,36
"276",623278.23,7960314.47,"Dec",0.611428571428571,0.16505145581364,0.8135,0.1054,26.9943969788664,42
"277",623286.67,7959544.69,"Jan",0.700154761904762,0.139188402240397,0.9218,0.2779,19.8796622994803,42
"278",623286.67,7959544.69,"Feb",0.732411627906977,0.149720617928865,0.939,0.2977,20.4421410343694,43
"279",623286.67,7959544.69,"Mar",0.682054545454545,0.163001032176138,0.8857,0.1814,23.8985332276479,44
"280",623286.67,7959544.69,"Apr",0.61506511627907,0.217982847603638,0.8413,0.1586,35.4406130073444,43
"281",623286.67,7959544.69,"May",0.586390909090909,0.185382992393913,0.8328,0.2435,31.6142336997201,44
"282",623286.67,7959544.69,"Jun",0.482838636363636,0.179529391537999,0.8079,0.2157,37.1820682972006,44
"283",623286.67,7959544.69,"Jul",0.353213636363636,0.126203572335296,0.6666,0.1785,35.7300962767384,44
"284",623286.67,7959544.69,"Aug",0.283488095238095,0.0903120476591078,0.6126,0.1593,31.8574392280059,42
"285",623286.67,7959544.69,"Sep",0.274033333333333,0.123526487071114,0.7389,0.1247,45.0771756736823,42
"286",623286.67,7959544.69,"Oct",0.333907407407407,0.154332774638556,0.7476,0.1456,46.2202308828242,27
"287",623286.67,7959544.69,"Nov",0.459533333333333,0.175200471297474,0.8365,0.1517,38.1257372618905,36
"288",623286.67,7959544.69,"Dec",0.579895238095238,0.190027085299709,0.9268,0.1732,32.7692094737464,42
"289",623292.01,7958773.23,"Jan",0.674478571428571,0.175733912681082,0.9121,0.2141,26.0547807039845,42
"290",623292.01,7958773.23,"Feb",0.703004651162791,0.146933945239233,0.9402,0.2654,20.9008496595577,43
"291",623292.01,7958773.23,"Mar",0.659952272727273,0.156676411439921,0.8804,0.1853,23.7405669947087,44
"292",623292.01,7958773.23,"Apr",0.604890697674419,0.213645590834061,0.8406,0.1652,35.3197018329839,43
"293",623292.01,7958773.23,"May",0.588993181818182,0.168334327355964,0.8262,0.2179,28.5800129020725,44
"294",623292.01,7958773.23,"Jun",0.474715909090909,0.165897313354449,0.8035,0.2364,34.946651287113,44
"295",623292.01,7958773.23,"Jul",0.347981818181818,0.119137728140102,0.6318,0.1816,34.2367681054684,44
"296",623292.01,7958773.23,"Aug",0.279828571428571,0.0860645341694931,0.5775,0.1248,30.7561639364127,42
"297",623292.01,7958773.23,"Sep",0.271152380952381,0.111791618513208,0.6993,0.1267,41.2283374095986,42
"298",623292.01,7958773.23,"Oct",0.337192592592593,0.146258921952516,0.7309,0.1412,43.3754848610305,27
"299",623292.01,7958773.23,"Nov",0.440308333333333,0.153128090872595,0.7521,0.1491,34.7774682603316,36
"300",623292.01,7958773.23,"Dec",0.589197619047619,0.209271567630634,0.9199,0.1076,35.5180606413348,42
"301",623324.79,7958578.17,"Jan",0.664016666666667,0.200965146737567,0.9073,0.1327,30.2650756864889,42
"302",623324.79,7958578.17,"Feb",0.71093023255814,0.123668544206419,0.9444,0.4035,17.3953137091136,43
"303",623324.79,7958578.17,"Mar",0.654588636363636,0.125960311608152,0.8438,0.3057,19.2426670141855,44
"304",623324.79,7958578.17,"Apr",0.589974418604651,0.195876609718396,0.8065,0.1695,33.2008649089675,43
"305",623324.79,7958578.17,"May",0.583495454545455,0.160727495736837,0.7887,0.2281,27.5456294448848,44
"306",623324.79,7958578.17,"Jun",0.467236363636364,0.145673767555834,0.7279,0.2353,31.1777461886951,44
"307",623324.79,7958578.17,"Jul",0.354497727272727,0.111613903628028,0.6354,0.2055,31.4850829895898,44
"308",623324.79,7958578.17,"Aug",0.291628571428571,0.0863894395243078,0.5765,0.1413,29.6231055486507,42
"309",623324.79,7958578.17,"Sep",0.274016666666667,0.0990441239848935,0.6575,0.1377,36.1452918867077,42
"310",623324.79,7958578.17,"Oct",0.345659259259259,0.135006348167722,0.7313,0.1433,39.0576397279325,27
"311",623324.79,7958578.17,"Nov",0.470552777777778,0.1405346108587,0.7521,0.1666,29.8658551166962,36
"312",623324.79,7958578.17,"Dec",0.58977380952381,0.17434314784289,0.8378,0.195,29.5610189919516,42
"313",623359.87,7958817.91,"Jan",0.674478571428571,0.175733912681082,0.9121,0.2141,26.0547807039845,42
"314",623359.87,7958817.91,"Feb",0.703004651162791,0.146933945239233,0.9402,0.2654,20.9008496595577,43
"315",623359.87,7958817.91,"Mar",0.659952272727273,0.156676411439921,0.8804,0.1853,23.7405669947087,44
"316",623359.87,7958817.91,"Apr",0.604890697674419,0.213645590834061,0.8406,0.1652,35.3197018329839,43
"317",623359.87,7958817.91,"May",0.588993181818182,0.168334327355964,0.8262,0.2179,28.5800129020725,44
"318",623359.87,7958817.91,"Jun",0.474715909090909,0.165897313354449,0.8035,0.2364,34.946651287113,44
"319",623359.87,7958817.91,"Jul",0.347981818181818,0.119137728140102,0.6318,0.1816,34.2367681054684,44
"320",623359.87,7958817.91,"Aug",0.279828571428571,0.0860645341694931,0.5775,0.1248,30.7561639364127,42
"321",623359.87,7958817.91,"Sep",0.271152380952381,0.111791618513208,0.6993,0.1267,41.2283374095986,42
"322",623359.87,7958817.91,"Oct",0.337192592592593,0.146258921952516,0.7309,0.1412,43.3754848610305,27
"323",623359.87,7958817.91,"Nov",0.440308333333333,0.153128090872595,0.7521,0.1491,34.7774682603316,36
"324",623359.87,7958817.91,"Dec",0.589197619047619,0.209271567630634,0.9199,0.1076,35.5180606413348,42
"325",623361.46,7959777.1,"Jan",0.677588095238095,0.174829891124,0.9185,0.2342,25.801794977311,42
"326",623361.46,7959777.1,"Feb",0.715523255813953,0.164600608743319,0.9719,0.2634,23.0042290597634,43
"327",623361.46,7959777.1,"Mar",0.693656818181818,0.144672529009849,0.8717,0.1916,20.8564992396468,44
"328",623361.46,7959777.1,"Apr",0.605083720930233,0.213292671642279,0.8545,0.1586,35.2501090781903,43
"329",623361.46,7959777.1,"May",0.580143181818182,0.184296523453598,0.8403,0.2523,31.7674203937049,44
"330",623361.46,7959777.1,"Jun",0.483204545454545,0.173767054648411,0.8079,0.224,35.9613865976675,44
"331",623361.46,7959777.1,"Jul",0.354465909090909,0.128156158274995,0.658,0.1785,36.154720380212,44
"332",623361.46,7959777.1,"Aug",0.278952380952381,0.0892913462010061,0.59,0.1289,32.0095300481585,42
"333",623361.46,7959777.1,"Sep",0.265864285714286,0.117390253514545,0.7183,0.1226,44.1542019076227,42
"334",623361.46,7959777.1,"Oct",0.336548148148148,0.155680749193713,0.7381,0.0576,46.2580911677405,27
"335",623361.46,7959777.1,"Nov",0.423288888888889,0.153702039725805,0.8648,0.1401,36.3113806576083,36
"336",623361.46,7959777.1,"Dec",0.585561904761905,0.18621502251676,0.8596,0.0776,31.8010821746468,42
"337",623366.63,7959003.71,"Jan",0.670621428571429,0.170663160663529,0.9122,0.279,25.4485099032817,42
"338",623366.63,7959003.71,"Feb",0.716886046511628,0.142274392136489,0.9412,0.3467,19.846165625457,43
"339",623366.63,7959003.71,"Mar",0.660522727272727,0.167656430062274,0.8668,0.1705,25.3823862737503,44
"340",623366.63,7959003.71,"Apr",0.602579069767442,0.215742307216094,0.835,0.1618,35.8031531528895,43
"341",623366.63,7959003.71,"May",0.588481818181818,0.172258494606389,0.8252,0.2276,29.2716765895335,44
"342",623366.63,7959003.71,"Jun",0.477145454545455,0.167057136103324,0.8085,0.2367,35.01178404025,44
"343",623366.63,7959003.71,"Jul",0.351365909090909,0.121014198558032,0.6483,0.1961,34.4410756499207,44
"344",623366.63,7959003.71,"Aug",0.284480952380952,0.085446243942896,0.5775,0.1515,30.0358400897343,42
"345",623366.63,7959003.71,"Sep",0.271990476190476,0.113800715436741,0.7035,0.1299,41.8399633070408,42
"346",623366.63,7959003.71,"Oct",0.338322222222222,0.148913155727484,0.7555,0.146,44.0151860996209,27
"347",623366.63,7959003.71,"Nov",0.451138888888889,0.163816132604781,0.7977,0.1425,36.3116850795649,36
"348",623366.63,7959003.71,"Dec",0.586642857142857,0.204758863702669,0.9196,0.0993,34.9034955781976,42
"349",623393,7959061.57,"Jan",0.670621428571429,0.170663160663529,0.9122,0.279,25.4485099032817,42
"350",623393,7959061.57,"Feb",0.716886046511628,0.142274392136489,0.9412,0.3467,19.846165625457,43
"351",623393,7959061.57,"Mar",0.660522727272727,0.167656430062274,0.8668,0.1705,25.3823862737503,44
"352",623393,7959061.57,"Apr",0.602579069767442,0.215742307216094,0.835,0.1618,35.8031531528895,43
"353",623393,7959061.57,"May",0.588481818181818,0.172258494606389,0.8252,0.2276,29.2716765895335,44
"354",623393,7959061.57,"Jun",0.477145454545455,0.167057136103324,0.8085,0.2367,35.01178404025,44
"355",623393,7959061.57,"Jul",0.351365909090909,0.121014198558032,0.6483,0.1961,34.4410756499207,44
"356",623393,7959061.57,"Aug",0.284480952380952,0.085446243942896,0.5775,0.1515,30.0358400897343,42
"357",623393,7959061.57,"Sep",0.271990476190476,0.113800715436741,0.7035,0.1299,41.8399633070408,42
"358",623393,7959061.57,"Oct",0.338322222222222,0.148913155727484,0.7555,0.146,44.0151860996209,27
"359",623393,7959061.57,"Nov",0.451138888888889,0.163816132604781,0.7977,0.1425,36.3116850795649,36
"360",623393,7959061.57,"Dec",0.586642857142857,0.204758863702669,0.9196,0.0993,34.9034955781976,42
"361",623427.76,7959300.89,"Jan",0.684280952380952,0.165474988513253,0.9605,0.2456,24.1823169178512,42
"362",623427.76,7959300.89,"Feb",0.726078571428571,0.123553252142477,0.9448,0.4251,17.0165126756715,42
"363",623427.76,7959300.89,"Mar",0.672443181818182,0.147586000782086,0.8857,0.2466,21.9477280419494,44
"364",623427.76,7959300.89,"Apr",0.586472093023256,0.206072688661505,0.82,0.1403,35.1376802260451,43
"365",623427.76,7959300.89,"May",0.573209090909091,0.183466547002231,0.776,0.2397,32.0069150876967,44
"366",623427.76,7959300.89,"Jun",0.482281818181818,0.176540692025389,0.7595,0.2042,36.6052970213433,44
"367",623427.76,7959300.89,"Jul",0.370715909090909,0.125864216137096,0.6664,0.19,33.9516629986954,44
"368",623427.76,7959300.89,"Aug",0.296583333333333,0.0929409461515468,0.6112,0.1448,31.3372114026008,42
"369",623427.76,7959300.89,"Sep",0.28845,0.123398164294367,0.7399,0.1247,42.7797414783729,42
"370",623427.76,7959300.89,"Oct",0.337703703703704,0.153622673310243,0.757,0.1078,45.4903726626077,27
"371",623427.76,7959300.89,"Nov",0.476152777777778,0.172040240286329,0.7543,0.1476,36.1313108555718,36
"372",623427.76,7959300.89,"Dec",0.58172619047619,0.198787997207865,0.8799,0.1078,34.1720899733155,42
"373",623436.93,7960008.84,"Jan",0.7022,0.165485094752868,0.905,0.2342,23.5666611724393,42
"374",623436.93,7960008.84,"Feb",0.723402325581395,0.161790002764271,0.9276,0.3277,22.3651482782062,43
"375",623436.93,7960008.84,"Mar",0.672411363636364,0.180870542443148,0.8831,0.1943,26.8987932424298,44
"376",623436.93,7960008.84,"Apr",0.626495348837209,0.217510866672699,0.905,0.1643,34.7186722258042,43
"377",623436.93,7960008.84,"May",0.57105,0.187193118165097,0.8255,0.2377,32.7805127686012,44
"378",623436.93,7960008.84,"Jun",0.465936363636364,0.175654665288549,0.7719,0.1867,37.6992823478438,44
"379",623436.93,7960008.84,"Jul",0.3521,0.132802684548377,0.6764,0.1813,37.7173202352676,44
"380",623436.93,7960008.84,"Aug",0.290588095238095,0.0956795954045124,0.6121,0.1527,32.9261924257829,42
"381",623436.93,7960008.84,"Sep",0.28107619047619,0.125858092386942,0.7398,0.1176,44.7772158053361,42
"382",623436.93,7960008.84,"Oct",0.333733333333333,0.147090181652147,0.7542,0.1227,44.0741654970476,27
"383",623436.93,7960008.84,"Nov",0.470152777777778,0.18204940065207,0.8096,0.1413,38.7213283121592,36
"384",623436.93,7960008.84,"Dec",0.642963414634146,0.16385371792562,0.8751,0.217,25.4841432959067,41
"385",623444.74,7959238.96,"Jan",0.684280952380952,0.165474988513253,0.9605,0.2456,24.1823169178512,42
"386",623444.74,7959238.96,"Feb",0.726078571428571,0.123553252142477,0.9448,0.4251,17.0165126756715,42
"387",623444.74,7959238.96,"Mar",0.672443181818182,0.147586000782086,0.8857,0.2466,21.9477280419494,44
"388",623444.74,7959238.96,"Apr",0.586472093023256,0.206072688661505,0.82,0.1403,35.1376802260451,43
"389",623444.74,7959238.96,"May",0.573209090909091,0.183466547002231,0.776,0.2397,32.0069150876967,44
"390",623444.74,7959238.96,"Jun",0.482281818181818,0.176540692025389,0.7595,0.2042,36.6052970213433,44
"391",623444.74,7959238.96,"Jul",0.370715909090909,0.125864216137096,0.6664,0.19,33.9516629986954,44
"392",623444.74,7959238.96,"Aug",0.296583333333333,0.0929409461515468,0.6112,0.1448,31.3372114026008,42
"393",623444.74,7959238.96,"Sep",0.28845,0.123398164294367,0.7399,0.1247,42.7797414783729,42
"394",623444.74,7959238.96,"Oct",0.337703703703704,0.153622673310243,0.757,0.1078,45.4903726626077,27
"395",623444.74,7959238.96,"Nov",0.476152777777778,0.172040240286329,0.7543,0.1476,36.1313108555718,36
"396",623444.74,7959238.96,"Dec",0.58172619047619,0.198787997207865,0.8799,0.1078,34.1720899733155,42
"397",623461.92,7959541.31,"Jan",0.690542857142857,0.150959272722499,0.9218,0.2779,21.8609563709193,42
"398",623461.92,7959541.31,"Feb",0.740662790697674,0.125534446085253,0.9464,0.4251,16.9489338011708,43
"399",623461.92,7959541.31,"Mar",0.675690909090909,0.143396486963848,0.8687,0.2237,21.2222016064678,44
"400",623461.92,7959541.31,"Apr",0.589158139534884,0.208379982852478,0.8354,0.1367,35.3691087111154,43
"401",623461.92,7959541.31,"May",0.577029545454545,0.188656350036491,0.7864,0.2036,32.6944004033415,44
"402",623461.92,7959541.31,"Jun",0.484570454545455,0.174002215408972,0.7606,0.2121,35.9085482362298,44
"403",623461.92,7959541.31,"Jul",0.366284090909091,0.124620853723906,0.6719,0.1907,34.0230047705884,44
"404",623461.92,7959541.31,"Aug",0.293952380952381,0.0894612499247313,0.6112,0.1404,30.4339259423191,42
"405",623461.92,7959541.31,"Sep",0.28367380952381,0.123549188505047,0.7429,0.1247,43.5532588336029,42
"406",623461.92,7959541.31,"Oct",0.344818518518519,0.166538671963179,0.7458,0.1078,48.2974849142955,27
"407",623461.92,7959541.31,"Nov",0.463141666666667,0.166507079858056,0.7606,0.1517,35.9516519117022,36
"408",623461.92,7959541.31,"Dec",0.573745238095238,0.202022608252304,0.8886,0.1001,35.2112043531714,42
"409",623493.75,7959784.44,"Jan",0.700769047619048,0.165524307386124,0.9019,0.2342,23.6203793458793,42
"410",623493.75,7959784.44,"Feb",0.727011627906977,0.160631526303291,0.9395,0.3118,22.0947671450235,43
"411",623493.75,7959784.44,"Mar",0.699872727272727,0.154508201579009,0.8777,0.1894,22.0766141554192,44
"412",623493.75,7959784.44,"Apr",0.61216976744186,0.222954973603879,0.8694,0.1643,36.4204482909317,43
"413",623493.75,7959784.44,"May",0.578747727272727,0.182315840805642,0.8285,0.236,31.5017808648305,44
"414",623493.75,7959784.44,"Jun",0.478027272727273,0.171072427696489,0.7549,0.2203,35.7871689455029,44
"415",623493.75,7959784.44,"Jul",0.354915909090909,0.123948832172105,0.6465,0.1875,34.9234365091132,44
"416",623493.75,7959784.44,"Aug",0.286545238095238,0.089783148514958,0.6041,0.1564,31.3329752439009,42
"417",623493.75,7959784.44,"Sep",0.274826190476191,0.126202785055898,0.744,0.1239,45.920945466379,42
"418",623493.75,7959784.44,"Oct",0.329822222222222,0.157615963007786,0.7687,0.1375,47.7881574946124,27
"419",623493.75,7959784.44,"Nov",0.472486111111111,0.163267139818288,0.7821,0.1517,34.5549077483663,36
"420",623493.75,7959784.44,"Dec",0.606265853658537,0.162470721377355,0.8522,0.1922,26.7985934548216,41
"421",623512.9,7960240.43,"Jan",0.643748780487805,0.192729868108126,0.8691,0.0052,29.9386770041077,41
"422",623512.9,7960240.43,"Feb",0.707444186046512,0.14033271400552,0.8765,0.2923,19.8365774676525,43
"423",623512.9,7960240.43,"Mar",0.682525,0.154954559168089,0.8466,0.2285,22.7031330966761,44
"424",623512.9,7960240.43,"Apr",0.620267441860465,0.206735852537126,0.8498,0.1591,33.3301151382428,43
"425",623512.9,7960240.43,"May",0.577629545454545,0.168819239479371,0.8106,0.2503,29.226212683862,44
"426",623512.9,7960240.43,"Jun",0.464195454545455,0.160746616955317,0.791,0.2097,34.629080354249,44
"427",623512.9,7960240.43,"Jul",0.361804545454545,0.124714384307813,0.6713,0.1994,34.4700988073909,44
"428",623512.9,7960240.43,"Aug",0.30635,0.0982363582039294,0.6051,0.1559,32.0667074274292,42
"429",623512.9,7960240.43,"Sep",0.310959523809524,0.117718299672636,0.7398,0.1436,37.856470266768,42
"430",623512.9,7960240.43,"Oct",0.3487,0.128060301300718,0.6932,0.1376,36.7250648983993,27
"431",623512.9,7960240.43,"Nov",0.471813888888889,0.172608819759392,0.7594,0.1645,36.5840904272406,36
"432",623512.9,7960240.43,"Dec",0.610547619047619,0.171071990605717,0.8985,0.0449,28.019434564755,42
"433",623518.78,7959470.62,"Jan",0.690542857142857,0.150959272722499,0.9218,0.2779,21.8609563709193,42
"434",623518.78,7959470.62,"Feb",0.740662790697674,0.125534446085253,0.9464,0.4251,16.9489338011708,43
"435",623518.78,7959470.62,"Mar",0.675690909090909,0.143396486963848,0.8687,0.2237,21.2222016064678,44
"436",623518.78,7959470.62,"Apr",0.589158139534884,0.208379982852478,0.8354,0.1367,35.3691087111154,43
"437",623518.78,7959470.62,"May",0.577029545454545,0.188656350036491,0.7864,0.2036,32.6944004033415,44
"438",623518.78,7959470.62,"Jun",0.484570454545455,0.174002215408972,0.7606,0.2121,35.9085482362298,44
"439",623518.78,7959470.62,"Jul",0.366284090909091,0.124620853723906,0.6719,0.1907,34.0230047705884,44
"440",623518.78,7959470.62,"Aug",0.293952380952381,0.0894612499247313,0.6112,0.1404,30.4339259423191,42
"441",623518.78,7959470.62,"Sep",0.28367380952381,0.123549188505047,0.7429,0.1247,43.5532588336029,42
"442",623518.78,7959470.62,"Oct",0.344818518518519,0.166538671963179,0.7458,0.1078,48.2974849142955,27
"443",623518.78,7959470.62,"Nov",0.463141666666667,0.166507079858056,0.7606,0.1517,35.9516519117022,36
"444",623518.78,7959470.62,"Dec",0.573745238095238,0.202022608252304,0.8886,0.1001,35.2112043531714,42
"445",623529.75,7960023.3,"Jan",0.7022,0.165485094752868,0.905,0.2342,23.5666611724393,42
"446",623529.75,7960023.3,"Feb",0.723402325581395,0.161790002764271,0.9276,0.3277,22.3651482782062,43
"447",623529.75,7960023.3,"Mar",0.672411363636364,0.180870542443148,0.8831,0.1943,26.8987932424298,44
"448",623529.75,7960023.3,"Apr",0.626495348837209,0.217510866672699,0.905,0.1643,34.7186722258042,43
"449",623529.75,7960023.3,"May",0.57105,0.187193118165097,0.8255,0.2377,32.7805127686012,44
"450",623529.75,7960023.3,"Jun",0.465936363636364,0.175654665288549,0.7719,0.1867,37.6992823478438,44
"451",623529.75,7960023.3,"Jul",0.3521,0.132802684548377,0.6764,0.1813,37.7173202352676,44
"452",623529.75,7960023.3,"Aug",0.290588095238095,0.0956795954045124,0.6121,0.1527,32.9261924257829,42
"453",623529.75,7960023.3,"Sep",0.28107619047619,0.125858092386942,0.7398,0.1176,44.7772158053361,42
"454",623529.75,7960023.3,"Oct",0.333733333333333,0.147090181652147,0.7542,0.1227,44.0741654970476,27
"455",623529.75,7960023.3,"Nov",0.470152777777778,0.18204940065207,0.8096,0.1413,38.7213283121592,36
"456",623529.75,7960023.3,"Dec",0.642963414634146,0.16385371792562,0.8751,0.217,25.4841432959067,41
"457",623563.98,7960264.38,"Jan",0.643748780487805,0.192729868108126,0.8691,0.0052,29.9386770041077,41
"458",623563.98,7960264.38,"Feb",0.707444186046512,0.14033271400552,0.8765,0.2923,19.8365774676525,43
"459",623563.98,7960264.38,"Mar",0.682525,0.154954559168089,0.8466,0.2285,22.7031330966761,44
"460",623563.98,7960264.38,"Apr",0.620267441860465,0.206735852537126,0.8498,0.1591,33.3301151382428,43
"461",623563.98,7960264.38,"May",0.577629545454545,0.168819239479371,0.8106,0.2503,29.226212683862,44
"462",623563.98,7960264.38,"Jun",0.464195454545455,0.160746616955317,0.791,0.2097,34.629080354249,44
"463",623563.98,7960264.38,"Jul",0.361804545454545,0.124714384307813,0.6713,0.1994,34.4700988073909,44
"464",623563.98,7960264.38,"Aug",0.30635,0.0982363582039294,0.6051,0.1559,32.0667074274292,42
"465",623563.98,7960264.38,"Sep",0.310959523809524,0.117718299672636,0.7398,0.1436,37.856470266768,42
"466",623563.98,7960264.38,"Oct",0.3487,0.128060301300718,0.6932,0.1376,36.7250648983993,27
"467",623563.98,7960264.38,"Nov",0.471813888888889,0.172608819759392,0.7594,0.1645,36.5840904272406,36
"468",623563.98,7960264.38,"Dec",0.610547619047619,0.171071990605717,0.8985,0.0449,28.019434564755,42
"469",623569.24,7958544.67,"Jan",0.69687619047619,0.154224152373672,0.9064,0.2393,22.1307822653959,42
"470",623569.24,7958544.67,"Feb",0.705011627906977,0.136293437303667,0.9356,0.28,19.3320836009886,43
"471",623569.24,7958544.67,"Mar",0.636543181818182,0.166706838349335,0.8667,0.2286,26.1893997313998,44
"472",623569.24,7958544.67,"Apr",0.561744186046512,0.20761936704589,0.8336,0.0464,36.9597714053954,43
"473",623569.24,7958544.67,"May",0.563434090909091,0.171799539679354,0.7869,0.2018,30.4915060077673,44
"474",623569.24,7958544.67,"Jun",0.484240909090909,0.160047650343733,0.7183,0.2325,33.0512452250675,44
"475",623569.24,7958544.67,"Jul",0.379479545454545,0.121973135775676,0.6683,0.2189,32.1422161580737,44
"476",623569.24,7958544.67,"Aug",0.316471428571429,0.0967616843280798,0.5765,0.1462,30.5751722248255,42
"477",623569.24,7958544.67,"Sep",0.295102380952381,0.108000945090931,0.6912,0.1377,36.5977884496833,42
"478",623569.24,7958544.67,"Oct",0.367548148148148,0.147909534124411,0.7233,0.1433,40.2422199294534,27
"479",623569.24,7958544.67,"Nov",0.473541666666667,0.143466783363158,0.7198,0.1677,30.2965490604118,36
"480",623569.24,7958544.67,"Dec",0.593957142857143,0.185052185313221,0.8531,0.1489,31.1558144453074,42
"481",623594.66,7959700.67,"Jan",0.700769047619048,0.165524307386124,0.9019,0.2342,23.6203793458793,42
"482",623594.66,7959700.67,"Feb",0.727011627906977,0.160631526303291,0.9395,0.3118,22.0947671450235,43
"483",623594.66,7959700.67,"Mar",0.699872727272727,0.154508201579009,0.8777,0.1894,22.0766141554192,44
"484",623594.66,7959700.67,"Apr",0.61216976744186,0.222954973603879,0.8694,0.1643,36.4204482909317,43
"485",623594.66,7959700.67,"May",0.578747727272727,0.182315840805642,0.8285,0.236,31.5017808648305,44
"486",623594.66,7959700.67,"Jun",0.478027272727273,0.171072427696489,0.7549,0.2203,35.7871689455029,44
"487",623594.66,7959700.67,"Jul",0.354915909090909,0.123948832172105,0.6465,0.1875,34.9234365091132,44
"488",623594.66,7959700.67,"Aug",0.286545238095238,0.089783148514958,0.6041,0.1564,31.3329752439009,42
"489",623594.66,7959700.67,"Sep",0.274826190476191,0.126202785055898,0.744,0.1239,45.920945466379,42
"490",623594.66,7959700.67,"Oct",0.329822222222222,0.157615963007786,0.7687,0.1375,47.7881574946124,27
"491",623594.66,7959700.67,"Nov",0.472486111111111,0.163267139818288,0.7821,0.1517,34.5549077483663,36
"492",623594.66,7959700.67,"Dec",0.606265853658537,0.162470721377355,0.8522,0.1922,26.7985934548216,41
"493",623604.18,7958784.1,"Jan",0.682666666666667,0.17798134413974,0.9121,0.2141,26.0714859579698,42
"494",623604.18,7958784.1,"Feb",0.705404651162791,0.135847673715975,0.9438,0.348,19.2581199304603,43
"495",623604.18,7958784.1,"Mar",0.652618181818182,0.150214996731781,0.8804,0.1853,23.0172865109711,44
"496",623604.18,7958784.1,"Apr",0.595246511627907,0.203419215682713,0.8079,0.154,34.1739450310079,43
"497",623604.18,7958784.1,"May",0.578611363636364,0.165408905887605,0.7609,0.209,28.5872204182215,44
"498",623604.18,7958784.1,"Jun",0.480268181818182,0.160960169524518,0.7292,0.2257,33.5146436133164,44
"499",623604.18,7958784.1,"Jul",0.365679545454545,0.11966651448154,0.647,0.2041,32.7244211411368,44
"500",623604.18,7958784.1,"Aug",0.295292857142857,0.0899649563017142,0.6012,0.1428,30.4663503114099,42
"501",623604.18,7958784.1,"Sep",0.281316666666667,0.111760370646998,0.6993,0.1373,39.7276037610042,42
"502",623604.18,7958784.1,"Oct",0.354144444444444,0.146364608829965,0.7552,0.1451,41.329070983895,27
"503",623604.18,7958784.1,"Nov",0.473586111111111,0.154435899144093,0.7599,0.1525,32.609887731243,36
"504",623604.18,7958784.1,"Dec",0.5786,0.20290333755324,0.8615,0.1384,35.0679809113791,42
"505",623638.23,7959025.97,"Jan",0.705657142857143,0.169357080033553,0.9185,0.243,23.9999101189341,42
"506",623638.23,7959025.97,"Feb",0.715760465116279,0.167982752997266,0.9406,0.136,23.4691298533758,43
