"","Gleba","Ponto","Ano","NDVI","EVI","PH","MO","P","K","Ca","Mg","CTC","V%","S","B","Cu","Fe","Mn","Zn"
"264",1,30,2012,0.641582608695652,0.457317391304348,5,31,33,1.2,27,7,74,47.6,35,0.25,3.5,32,14.3,1.1
"265",1,30,2013,0.642386956521739,0.457491304347826,5,31,33,1.2,27,7,74,47.6,35,0.25,3.5,32,14.3,1.1
"266",1,30,2014,0.582004347826087,0.408969565217391,4.9,32,17,1.3,23,7,70,44.7,33,0.2,2.6,32,6.7,0.5
"267",1,30,2015,0.63814347826087,0.426139130434783,5.4,33,22,1.8,38,17,85,66.4,133,0.2,3.7,22,17.7,1
"268",1,30,2016,0.53154347826087,0.355439130434783,5.1,32,33,0.9,34,10,85,52,58,0.25,2.7,28,13.5,1.1
"269",1,30,2017,0.57574347826087,0.370604347826087,5.4,35,25,1.5,42,13,88,64,23,0.27,3.2,29,13.1,3
"270",1,31,2009,0.658982608695652,0.406530434782609,5.2,25,19,2.3,12,5,52,36.2,36,0.18,3.1,17,11,0.5
"271",1,31,2010,0.603721739130435,0.372078260869565,5.2,25,19,2.3,12,5,52,36.2,36,0.18,3.1,17,11,0.5
"272",1,31,2011,0.618639130434783,0.366247826086956,5.4,34,29,1,49,17,97,68.1,30,0.17,3.6,16,8.6,0.7
"273",1,31,2012,0.647347826086957,0.406760869565217,5.4,34,29,2,38,12,87,59.6,29,0.29,4,34,21.5,0.9
"274",1,31,2013,0.666813043478261,0.428308695652174,5.4,34,29,2,38,12,87,59.6,29,0.29,4,34,21.5,0.9
"275",1,31,2014,0.645530434782609,0.399539130434783,5.4,34,29,2,38,12,87,59.6,29,0.29,4,34,21.5,0.9
"276",1,31,2015,0.685986956521739,0.424339130434783,5.3,32,41,0.9,39,13,89,59.4,84,0.23,3.9,23,14.9,1
"277",1,31,2016,0.624447826086956,0.398847826086957,5.3,29,27,0.6,35,11,82,57.5,45,0.25,3.1,25,15.7,0.9
"278",1,31,2017,0.64545652173913,0.388034782608696,5.1,30,20,1,37,13,87,59,53,0.28,3.6,26,17.8,1.3
"279",2,1,2009,0.653778260869565,0.37985652173913,5,21,7,1.6,11,4,47,34.3,27,0.19,3.9,15,10.6,0.2
"280",2,1,2010,0.625360869565217,0.403560869565217,5,21,7,1.6,11,4,47,34.3,27,0.19,3.9,15,10.6,0.2
"281",2,1,2011,0.626682608695652,0.384239130434783,5,21,7,1.6,11,4,47,34.3,27,0.19,3.9,15,10.6,0.2
"282",2,1,2012,0.646891304347826,0.402286956521739,5,21,7,1.6,11,4,47,34.3,27,0.19,3.9,15,10.6,0.2
"283",2,1,2013,0.662826086956522,0.41994347826087,5,21,7,1.6,11,4,47,34.3,27,0.19,3.9,15,10.6,0.2
"284",2,1,2014,0.616778260869565,0.391030434782609,5,21,7,1.6,11,10,47,34.3,27,0.19,3.9,15,10.6,0.2
"285",2,1,2015,0.647165217391304,0.370221739130435,5.1,30,6,1,35,9,82,55.1,112,0.32,2.9,9,8,0.4
"286",2,1,2016,0.580673913043478,0.341691304347826,5.1,30,6,1,35,9,82,55.1,112,0.32,2.9,9,8,0.4
"287",2,1,2017,0.616065217391304,0.354104347826087,5.1,30,6,1,35,9,82,55.1,112,0.32,2.9,9,8,0.4
"288",2,2,2009,0.64654347826087,0.389734782608696,5.1,22,10,0.9,13,5,51,37.2,15,0.12,3.5,19,14.5,0.3
"289",2,2,2010,0.578452173913043,0.392252173913043,5.1,22,10,0.9,13,5,51,37.2,15,0.12,3.5,19,14.5,0.3
"290",2,2,2011,0.604147826086956,0.398104347826087,5.3,28,13,0.7,36,13,5.3,28,13,0.7,36,13,10.5,0.5
"291",2,2,2012,0.592017391304348,0.407430434782609,5.3,29,11,0.7,29,9,71,54.9,21,0.2,3.4,19,15.4,0.5
"292",2,2,2013,0.628921739130435,0.421639130434783,5.3,29,11,0.7,29,9,71,54.9,21,0.2,3.4,19,15.4,0.5
"293",2,2,2014,0.524373913043478,0.358152173913043,6.5,27,11,1.1,74,12,103,84,31,0.12,3.1,13,7,0.3
"294",2,2,2015,0.60524347826087,0.370326086956522,5.3,32,10,1,37,10,86,55.8,83,0.33,2.6,11,7.4,0.4
"295",2,2,2016,0.448334782608696,0.2684,5.3,32,10,1,37,10,86,55.8,83,0.33,2.6,11,7.4,0.4
"296",2,2,2017,0.553269565217391,0.331591304347826,5.3,32,10,1,37,10,86,55.8,83,0.33,2.6,11,7.4,0.4
"297",2,3,2009,0.676473913043478,0.40064347826087,5.1,22,10,0.9,13,5,51,37.2,15,0.12,3.5,19,14.5,0.3
"298",2,3,2010,0.609734782608696,0.396752173913043,5.1,30,17,0.2,23,6,66,44.3,15,0.16,2.4,15,6.3,0.4
"299",2,3,2011,0.611117391304348,0.371147826086957,4.7,30,8,0.8,14,3,68,26.9,79,0.25,2,13,4.4,0.2
"300",2,3,2012,0.639930434782609,0.404186956521739,4.8,33,10,1.1,28,7,75,46.9,35,0.22,2.2,14,7.6,0.3
"301",2,3,2013,0.670704347826087,0.431782608695652,4.8,33,10,1.1,28,7,75,46.9,35,0.22,2.2,14,7.6,0.3
"302",2,3,2014,0.618086956521739,0.400113043478261,4.8,33,10,1.1,28,12,75,46.9,35,0.22,2.2,14,7.6,0.3
"303",2,3,2015,0.665013043478261,0.387408695652174,4.9,31,9,0.7,27,7,85,41.2,79,0.32,2.5,13,8.5,0.2
"304",2,3,2016,0.579560869565217,0.332547826086957,4.9,31,9,0.7,27,7,85,41.2,79,0.32,2.5,13,8.5,0.2
"305",2,3,2017,0.599586956521739,0.326234782608696,4.9,31,9,0.7,27,7,85,41.2,79,0.32,2.5,13,8.5,0.2
"306",2,4,2009,0.665595652173913,0.419613043478261,5.1,22,16,1.4,12,5,51,36.8,12,0.19,2.8,25,12.3,0.5
"307",2,4,2010,0.60615652173913,0.416730434782609,5.1,22,16,1.4,12,5,51,36.8,12,0.19,2.8,25,12.3,0.5
"308",2,4,2011,0.596073913043478,0.399969565217391,5.1,22,16,1.4,12,5,51,36.8,12,0.19,2.8,25,12.3,0.5
"309",2,4,2012,0.635452173913043,0.420534782608696,5.1,22,16,1.4,12,5,51,36.8,12,0.19,2.8,25,12.3,0.5
"310",2,4,2013,0.618278260869565,0.421691304347826,5.1,22,16,1.4,12,5,51,36.8,12,0.19,2.8,25,12.3,0.5
"311",2,4,2014,0.566326086956522,0.358569565217391,5.1,22,16,1.4,12,9,51,36.8,17,0.19,2.8,25,12.3,0.5
"312",2,4,2015,0.593665217391304,0.328547826086957,5.3,29,7,1.1,29,9,80,49.8,65,0.33,2,17,16.1,0.3
"313",2,4,2016,0.557513043478261,0.346260869565217,5.3,29,7,1.1,29,9,80,49.8,65,0.33,2,17,16.1,0.3
"314",2,4,2017,0.614791304347826,0.393360869565217,5.4,31,9,1.5,39,14,84,65,25,0.3,2.5,13,14.6,0.7
"315",2,5,2009,0.656295652173913,0.40364347826087,4.8,23,10,0.9,11,6,55,30.9,16,0.19,2.3,29,25.9,0.4
"316",2,5,2010,0.600473913043478,0.394482608695652,4.8,23,10,0.9,11,6,55,30.9,16,0.19,2.3,29,25.9,0.4
"317",2,5,2011,0.599169565217391,0.390404347826087,5.1,26,10,1.1,32,13,83,55.3,23,0.19,3.5,24,18.3,0.6
"318",2,5,2012,0.62805652173913,0.406565217391304,5.3,31,9,0.8,31,15,80,58.1,10,0.23,3,21,22.3,0.5
"319",2,5,2013,0.604873913043478,0.396604347826087,5.3,31,9,0.8,31,15,80,58.1,10,0.23,3,21,22.3,0.5
"320",2,5,2014,0.581213043478261,0.36524347826087,4.9,26,6,0.8,26,11,70,53.1,30,0.21,2.5,15,11.6,0.2
"321",2,5,2015,0.645021739130435,0.384339130434783,5.3,28,6,1.2,35,13,85,57.7,84,0.32,2.3,15,10.2,0.4
"322",2,5,2016,0.500165217391304,0.293521739130435,5.3,28,6,1.2,35,13,85,57.7,84,0.32,2.3,15,10.2,0.4
"323",2,5,2017,0.586652173913043,0.345491304347826,5.3,28,6,1.2,35,13,85,57.7,84,0.32,2.3,15,10.2,0.4
"324",2,6,2009,0.659021739130435,0.404926086956522,5.3,25,10,1.2,17,8,55,47.5,10,0.21,3.8,24,20.4,0.5
"325",2,6,2010,0.595826086956522,0.392334782608696,5.3,25,10,1.2,17,8,55,47.5,10,0.21,3.8,24,20.4,0.5
"326",2,6,2011,0.597195652173913,0.396117391304348,5.3,25,10,1.2,17,8,55,47.5,10,0.21,3.8,24,20.4,0.5
"327",2,6,2012,0.613369565217391,0.414417391304348,5.3,25,10,1.2,17,8,55,47.5,10,0.21,3.8,24,20.4,0.5
"328",2,6,2013,0.621434782608696,0.40905652173913,5.3,25,10,1.2,17,8,55,47.5,10,0.21,3.8,24,20.4,0.5
"329",2,6,2014,0.586747826086957,0.383986956521739,5.3,25,10,1.2,17,9,55,47.5,17,0.21,3.8,24,20.4,0.5
"330",2,6,2015,0.642208695652174,0.394734782608696,5,26,8,1.4,26,9,83,44.5,100,0.33,2.1,12,8.4,0.2
"331",2,6,2016,0.453547826086957,0.258826086956522,5,26,8,1.4,26,9,83,44.5,100,0.33,2.1,12,8.4,0.2
"332",2,6,2017,0.532360869565217,0.299008695652174,5,26,8,1.4,26,9,83,44.5,100,0.33,2.1,12,8.4,0.2
"333",2,7,2009,0.679360869565217,0.422895652173913,4.9,22,6,0.9,11,5,50,34.1,16,0.16,2.4,24,15.3,0.2
"334",2,7,2010,0.592539130434783,0.389265217391304,4.9,22,6,0.9,11,5,50,34.1,16,0.16,2.4,24,15.3,0.2
"335",2,7,2011,0.606895652173913,0.410769565217391,5.1,25,10,0.5,27,12,69,56.8,30,0.17,2.2,18,11.1,0.5
"336",2,7,2012,0.614282608695652,0.423286956521739,4.5,27,5,0.6,15,7,68,32.3,34,0.22,2,18,15,0.3
"337",2,7,2013,0.614086956521739,0.401178260869565,4.5,27,5,0.6,15,7,68,32.3,34,0.22,2,18,15,0.3
"338",2,7,2014,0.583213043478261,0.381108695652174,5,24,7,1.1,25,9,67,52,16,0.18,2.2,17,13.8,0.4
"339",2,7,2015,0.64124347826087,0.391826086956522,5,28,8,1.2,32,10,86,51,87,0.34,1.8,15,10.9,0.4
"340",2,7,2016,0.4363,0.246195652173913,5,28,8,1.2,32,10,86,51,87,0.34,1.8,15,10.9,0.4
"341",2,7,2017,0.531330434782609,0.295269565217391,5,28,8,1.2,32,10,86,51,87,0.34,1.8,15,10.9,0.4
"342",2,8,2009,0.676017391304348,0.431217391304348,5.3,25,32,2.5,28,15,80,56.4,13,0.22,4.1,41,46.9,0.6
"343",2,8,2010,0.588686956521739,0.395569565217391,5.3,25,32,2.5,28,15,80,56.4,13,0.22,4.1,41,46.9,0.6
"344",2,8,2011,0.594569565217391,0.395491304347826,5.3,25,32,2.5,28,15,80,56.4,13,0.22,4.1,41,46.9,0.6
"345",2,8,2012,0.630073913043478,0.43355652173913,5.3,25,32,2.5,28,9,80,56.4,13,0.22,4.1,41,46.9,0.6
"346",2,8,2013,0.606917391304348,0.39495652173913,5.3,25,32,2.5,28,9,80,56.4,13,0.22,4.1,41,46.9,0.6
"347",2,8,2014,0.579891304347826,0.391860869565217,5.3,25,32,2.5,28,9,80,56.4,13,0.22,4.1,41,46.9,0.6
"348",2,8,2015,0.63485652173913,0.391913043478261,5.2,32,6,1.8,53,21,126,60.2,70,0.33,2.8,19,28.4,0.5
"349",2,8,2016,0.44615652173913,0.256047826086957,5.2,32,6,1.8,53,21,126,60.2,70,0.33,2.8,19,28.4,0.5
"350",2,8,2017,0.541230434782609,0.305547826086957,5.2,32,6,1.8,53,21,126,60.2,70,0.33,2.8,19,28.4,0.5
"351",2,9,2009,0.673917391304348,0.434130434782609,5.3,28,17,1.7,18,9,58,48.4,7,0.23,2.1,23,23.1,0.3
"352",2,9,2010,0.560608695652174,0.379582608695652,5.3,28,17,1.7,18,9,58,48.4,7,0.23,2.1,23,23.1,0.3
"353",2,9,2011,0.568595652173913,0.389195652173913,5.7,29,8,0.9,47,18,90,72.9,18,0.13,1.9,20,18.5,2.7
"354",2,9,2012,0.613821739130435,0.426947826086957,5.3,27,14,2.4,51,20,105,69.7,26,0.2,1.2,18,28.3,0.4
"355",2,9,2013,0.601904347826087,0.405304347826087,5.3,27,14,2.4,51,20,105,69.7,26,0.2,1.2,18,28.3,0.4
"356",2,9,2014,0.561291304347826,0.384404347826087,5.5,24,4,1.4,39,14,82,65.9,56,0.18,1.8,13,27.9,0.4
"357",2,9,2015,0.610391304347826,0.372752173913043,6,32,9,2,53,17,100,71,61,0.35,1.5,14,28.4,0.5
"358",2,9,2016,0.437860869565217,0.257234782608696,6,32,9,2,53,17,100,71,61,0.35,1.5,14,28.4,0.5
"359",2,9,2017,0.538486956521739,0.320347826086956,6,32,9,2,53,17,100,71,61,0.35,1.5,14,28.4,0.5
"360",2,10,2009,0.654973913043478,0.418721739130435,5.3,27,25,1,17,8,60,44,16,0.16,3.1,24,11.6,0.2
"361",2,10,2010,0.545426086956522,0.353260869565217,5.3,27,25,1,17,8,60,44,16,0.16,3.1,24,11.6,0.2
"362",2,10,2011,0.564147826086957,0.379865217391304,5.3,27,25,1,17,8,60,44,16,0.16,3.1,24,11.6,0.2
"363",2,10,2012,0.580160869565217,0.405421739130435,5.3,27,25,1,17,8,60,44,16,0.16,3.1,24,11.6,0.2
"364",2,10,2013,0.5827,0.392260869565217,5.3,27,25,1,17,8,60,44,16,0.16,3.1,24,11.6,0.2
"365",2,10,2014,0.495817391304348,0.335178260869565,5.3,27,25,1,17,11,60,44,16,0.16,3.1,24,11.6,0.2
"366",2,10,2015,0.554195652173913,0.327152173913043,5.6,35,21,1.1,37,13,91,56.1,31,0.32,2.6,9,4.9,0.3
"367",2,10,2016,0.440078260869565,0.272226086956522,5.6,35,21,1.1,37,13,91,56.1,31,0.32,2.6,9,4.9,0.3
"368",2,10,2017,0.539634782608696,0.34424347826087,5.3,35,10,1.1,34,12,80,59,36,0.2,2.6,11,8.3,0.5
"369",2,11,2009,0.685760869565217,0.472226086956522,5.3,27,25,1,17,8,60,44,16,0.16,3.1,24,11.6,0.2
"370",2,11,2010,0.513460869565217,0.322447826086957,4.7,32,11,0.6,12,7,67,30.3,6,0.33,3.7,15,16.3,0.7
"371",2,11,2011,0.538721739130435,0.354621739130435,4.7,32,11,0.6,12,7,67,30.3,6,0.33,3.7,15,16.3,0.7
"372",2,11,2012,0.560539130434783,0.381404347826087,4.7,32,11,0.6,12,7,67,30.3,20,0.33,3.7,15,16.3,0.7
"373",2,11,2013,0.584434782608696,0.388426086956522,4.7,32,11,0.6,12,7,67,30.3,20,0.33,3.7,15,16.3,0.7
"374",2,11,2014,0.495234782608696,0.323686956521739,5,29,53,1.3,33,11,86,53.4,30,0.28,2.6,16,13.9,1.1
"375",2,11,2015,0.473713043478261,0.258530434782609,5.1,27,11,1.3,25,12,89,42.9,36,0.36,2.2,9,8.2,0.1
"376",2,11,2016,0.492682608695652,0.326786956521739,5.1,27,11,1.3,25,12,89,42.9,36,0.36,2.2,9,8.2,0.1
"377",2,11,2017,0.558191304347826,0.365786956521739,5.1,35,14,1.1,28,10,77,51,43,0.3,3,14,13.6,0.7
"378",2,12,2009,0.65334347826087,0.470095652173913,5.3,27,25,1,17,8,60,44,16,0.16,3.1,24,11.6,0.2
"379",2,12,2010,0.502639130434783,0.31325652173913,4.7,23,7,0.3,8,5,50,26,20,0.2,2.6,12,6.9,0.4
"380",2,12,2011,0.541278260869565,0.372991304347826,4.7,23,7,0.3,8,5,50,26,20,0.2,2.6,12,6.9,0.4
"381",2,12,2012,0.568160869565217,0.396265217391304,4.7,23,7,0.3,8,5,50,26,20,0.2,2.6,12,6.9,0.4
"382",2,12,2013,0.57005652173913,0.399213043478261,4.7,23,7,0.3,8,5,50,26,20,0.2,2.6,12,6.9,0.4
"383",2,12,2014,0.494182608695652,0.336908695652174,4.7,23,7,0.3,8,5,50,26,20,0.2,2.6,12,6.9,0.4
"384",2,12,2015,0.495369565217391,0.273595652173913,4.9,29,18,1.4,19,7,77,35.3,61,0.37,2.2,14,5.9,0.3
"385",2,12,2016,0.513878260869565,0.347578260869565,4.9,29,18,1.4,19,7,77,35.3,61,0.37,2.2,14,5.9,0.3
"386",2,12,2017,0.55035652173913,0.360934782608696,4.9,32,20,0.7,24,7,79,41,36,0.3,2.4,13,9.3,0.5
"387",2,13,2009,0.439060869565217,0.439060869565217,5.3,27,25,1,17,8,60,44,16,0.16,3.1,24,11.6,0.2
"388",2,13,2010,0.357347826086957,0.357347826086957,4.9,28,13,0.4,15,7,60,36.3,8,0.2,2.8,14,8.2,0.4
"389",2,13,2011,0.375013043478261,0.375013043478261,4.9,30,10,0.7,21,7,70,40.3,32,0.22,2.1,11,4.9,0.4
"390",2,13,2012,0.42214347826087,0.42214347826087,4.6,27,6,0.5,17,4,71,31.2,53,0.21,1.9,11,5.4,0.2
"391",2,13,2013,0.404065217391304,0.404065217391304,4.6,27,6,0.5,17,4,71,31.2,53,0.21,1.9,11,5.4,0.2
"392",2,13,2014,0.370569565217391,0.370569565217391,4.6,27,6,0.5,17,4,71,31.2,53,0.21,1.9,11,5.4,0.2
"393",2,13,2015,0.31234347826087,0.31234347826087,5,29,10,0.7,20,7,71,38.9,21,0.31,2.2,10,5,0.2
"394",2,13,2016,0.289160869565217,0.289160869565217,5,29,10,0.7,20,7,71,38.9,21,0.31,2.2,10,5,0.2
"395",2,13,2017,0.316639130434783,0.316639130434783,5.1,34,15,0.9,30,9,80,50,29,0.3,2.9,17,12.2,0.6
"396",2,14,2009,0.680947826086956,0.494178260869565,5.3,27,25,1,17,8,60,44,16,0.16,3.1,24,11.6,0.2
"397",2,14,2010,0.494104347826087,0.319808695652174,4.7,27,7,0.5,8,5,55,23.7,14,0.23,2.9,12,8.1,0.4
"398",2,14,2011,0.518126086956522,0.357313043478261,4.7,27,7,0.5,8,5,55,23.7,14,0.23,2.9,12,8.1,0.4
"399",2,14,2012,0.535578260869565,0.374839130434783,4.7,27,7,0.5,8,5,55,23.7,14,0.23,2.9,12,8.1,0.4
"400",2,14,2013,0.544321739130435,0.379982608695652,4.7,27,7,0.5,8,5,55,23.7,14,0.23,2.9,12,8.1,0.4
"401",2,14,2014,0.507621739130435,0.338430434782609,4.6,26,13,0.6,17,6,67,35,34,0.28,2.3,14,9.2,0.7
"402",2,14,2015,0.507121739130435,0.284839130434783,4.9,34,2,1.3,23,10,85,40,45,0.37,2.4,10,7.5,0.3
"403",2,14,2016,0.479678260869565,0.320226086956522,4.9,34,2,1.3,23,10,85,40,45,0.37,2.4,10,7.5,0.3
"404",2,14,2017,0.5408,0.353669565217391,5.1,30,9,0.8,26,9,76,47,58,0.3,3.2,13,12.6,0.6
"405",2,15,2009,0.681034782608696,0.488478260869565,5.3,27,25,1,17,8,60,44,16,0.16,3.1,24,11.6,0.2
"406",2,15,2010,0.4742,0.304147826086957,4.8,28,13,1,10,5,63,26.4,14,0.19,2.7,15,8.6,0.4
"407",2,15,2011,0.509404347826087,0.349178260869565,4.7,33,12,0.9,14,5,69,27.8,41,0.25,2.1,14,5.7,0.2
"408",2,15,2012,0.545208695652174,0.384539130434783,4.8,30,8,0.7,23,6,80,36.6,31,0.24,2,14,6.6,0.3
"409",2,15,2013,0.552078260869565,0.386647826086957,4.8,30,8,0.7,23,6,80,36.6,31,0.24,2,14,6.6,0.3
"410",2,15,2014,0.509465217391304,0.339226086956522,4.8,30,8,0.7,23,6,80,36.6,31,0.24,2,14,6.6,0.3
"411",2,15,2015,0.506495652173913,0.281365217391304,5.1,34,9,0.9,29,8,87,42.8,55,0.33,2.2,13,7.4,0.3
"412",2,15,2016,0.48104347826087,0.319608695652174,5.1,34,9,0.9,29,8,87,42.8,55,0.33,2.2,13,7.4,0.3
"413",2,15,2017,0.547065217391304,0.356530434782609,5.3,32,12,0.7,35,12,84,57,51,0.3,3,12,11.3,0.6
"414",2,16,2009,0.657039130434783,0.447995652173913,5.3,27,25,1,17,8,60,44,16,0.16,3.1,24,11.6,0.2
"415",2,16,2010,0.505017391304348,0.32735652173913,4.7,29,10,0.4,10,3,61,21.1,17,0.15,2.4,13,7.5,0.4
"416",2,16,2011,0.526417391304348,0.377726086956522,4.7,29,10,0.4,10,3,61,21.1,17,0.15,2.4,13,7.5,0.4
"417",2,16,2012,0.579834782608696,0.409882608695652,4.7,29,10,0.4,10,3,61,21.1,17,0.15,2.4,13,7.5,0.4
"418",2,16,2013,0.547973913043478,0.366039130434783,4.7,29,10,0.4,10,3,61,21.1,17,0.15,2.4,13,7.5,0.4
"419",2,16,2014,0.527378260869565,0.34965652173913,4.7,29,10,0.4,10,3,61,21.1,17,0.15,2.4,13,7.5,0.4
"420",2,16,2015,0.564017391304348,0.32644347826087,5,33,15,0.9,27,8,91,39.5,27,0.32,2.3,16,9.5,0.3
"421",2,16,2016,0.444786956521739,0.279221739130435,5,33,15,0.9,27,8,91,39.5,27,0.32,2.3,16,9.5,0.3
"422",2,16,2017,0.546747826086956,0.349795652173913,5.1,29,10,0.8,31,10,80,53,53,0.4,2.6,11,11.4,0.5
"423",2,17,2009,0.660934782608696,0.456713043478261,5.3,27,25,1,17,8,60,44,16,0.16,3.1,24,11.6,0.2
"424",2,17,2010,0.53425652173913,0.361786956521739,4.9,29,8,0.3,12,4,56,28.7,8,0.12,2.7,14,5.8,0.4
"425",2,17,2011,0.541869565217391,0.392,5.1,32,10,1.1,24,5,74,40.8,125,0.27,2.1,13,9.2,0.3
"426",2,17,2012,0.581482608695652,0.410269565217391,4.9,32,7,0.7,23,5,75,38.4,33,0.21,1.9,12,4.4,0.2
"427",2,17,2013,0.571321739130435,0.391434782608696,4.9,32,7,0.7,23,5,75,38.4,33,0.21,1.9,12,4.4,0.2
"428",2,17,2014,0.503173913043478,0.329813043478261,4.8,30,18,0.8,21,5,74,36.3,47,0.16,2.5,20,6.8,1
"429",2,17,2015,0.510691304347826,0.278939130434783,5.2,30,6,0.5,23,6,75,39.7,47,0.32,2,9,3.9,0.2
"430",2,17,2016,0.495239130434783,0.320221739130435,5.2,30,6,0.5,23,6,75,39.7,47,0.32,2,9,3.9,0.2
"431",2,17,2017,0.571286956521739,0.380791304347826,5,28,18,0.8,30,12,81,53,60,0.3,3.2,13,12.6,0.5
"432",2,18,2009,0.579982608695652,0.380078260869565,5.3,27,25,1,17,8,60,44,16,0.16,3.1,24,11.6,0.2
"433",2,18,2010,0.4785,0.312308695652174,4.9,32,13,0.6,14,7,71,29.9,8,0.14,2.7,15,7.4,0.4
"434",2,18,2011,0.540039130434783,0.372986956521739,4.9,32,13,0.6,14,7,71,29.9,8,0.14,2.7,15,7.4,0.4
"435",2,18,2012,0.538421739130435,0.372639130434783,4.9,32,13,0.6,14,7,71,29.9,8,0.14,2.7,15,7.4,0.4
"436",2,18,2013,0.539878260869565,0.361904347826087,4.9,32,13,0.6,14,7,71,29.9,8,0.14,2.7,15,7.4,0.4
"437",2,18,2014,0.518821739130435,0.324995652173913,4.9,32,13,0.6,14,7,71,29.9,18,0.14,2.7,15,7.4,0.4
"438",2,18,2015,0.507795652173913,0.284734782608696,5.1,32,5,0.8,25,8,84,40.7,24,0.29,1.8,10,4.6,0.2
"439",2,18,2016,0.468286956521739,0.304895652173913,5.1,32,5,0.8,25,8,84,40.7,24,0.29,1.8,10,4.6,0.2
"440",2,18,2017,0.508813043478261,0.324539130434783,5.1,33,17,0.9,33,11,83,54,66,0.3,3.1,12,10.6,0.5
"441",2,19,2009,0.629513043478261,0.43614347826087,5.3,27,25,1,17,8,60,44,16,0.16,3.1,24,11.6,0.2
"442",2,19,2010,0.466313043478261,0.286969565217391,4.9,28,14,2,13,7,64,35.5,16,0.16,3,13,7.5,0.7
"443",2,19,2011,0.51715652173913,0.344878260869565,4.9,28,14,2,13,7,64,35.5,16,0.16,3,13,7.5,0.7
"444",2,19,2012,0.540973913043478,0.365839130434783,4.9,28,14,2,13,7,64,35.5,16,0.16,3,13,7.5,0.7
"445",2,19,2013,0.535304347826087,0.353213043478261,4.9,28,14,2,13,7,64,35.5,16,0.16,3,13,7.5,0.7
"446",2,19,2014,0.493926086956522,0.301586956521739,5.1,29,12,0.9,29,10,75,53.1,18,0.22,2.1,13,7,0.7
"447",2,19,2015,0.505395652173913,0.279782608695652,4.9,29,4,0.8,22,8,84,36.5,52,0.32,2.1,10,3.7,0.2
"448",2,19,2016,0.463204347826087,0.297765217391304,4.9,29,4,0.8,22,8,84,36.5,52,0.32,2.1,10,3.7,0.2
"449",2,19,2017,0.546095652173913,0.360760869565217,5.3,31,23,1.3,35,12,82,59,26,0.3,2.8,13,8.9,0.6
"450",2,20,2009,0.677965217391304,0.483252173913043,5.3,27,25,1,17,8,60,44,16,0.16,3.1,24,11.6,0.2
"451",2,20,2010,0.498321739130435,0.316713043478261,4.6,28,8,0.6,7,4,61,18.3,13,0.17,2.7,15,4.6,0.5
"452",2,20,2011,0.517095652173913,0.366726086956522,4.6,28,8,0.6,7,4,61,18.3,13,0.17,2.7,15,4.6,0.5
"453",2,20,2012,0.548204347826087,0.379552173913043,4.6,28,8,0.6,7,4,61,18.3,13,0.17,2.7,15,4.6,0.5
"454",2,20,2013,0.534969565217391,0.358069565217391,4.6,28,8,0.6,7,4,61,18.3,13,0.17,2.7,15,4.6,0.5
"455",2,20,2014,0.483004347826087,0.313913043478261,4.6,28,8,0.6,7,4,61,18.3,13,0.17,2.7,15,4.6,0.5
"456",2,20,2015,0.472817391304348,0.253830434782609,4.7,29,9,0.8,16,6,82,27.2,47,0.37,2.1,11,3.9,0.4
"457",2,20,2016,0.494260869565217,0.324621739130435,4.7,29,9,0.8,16,6,82,27.2,47,0.37,2.1,11,3.9,0.4
"458",2,20,2017,0.558778260869565,0.376134782608696,4.9,30,14,0.8,24,9,74,46,45,0.3,2.7,12,6.6,0.4
"459",2,21,2009,0.684452173913043,0.486686956521739,5.3,27,25,1,17,8,60,44,16,0.16,3.1,24,11.6,0.2
"460",2,21,2010,0.489639130434783,0.30965652173913,5.2,34,11,0.9,19,9,64,45.1,7,0.24,3.2,14,7.1,0.6
"461",2,21,2011,0.508926086956522,0.360091304347826,5,28,8,0.8,21,8,30,70,37,0.21,2.2,12,4.5,0.1
"462",2,21,2012,0.553882608695652,0.387278260869565,4.8,28,20,1.1,21,7,76,38.4,49,0.29,2.5,15,6.3,1.9
"463",2,21,2013,0.536521739130435,0.362534782608696,4.8,28,20,1.1,21,7,76,38.4,49,0.29,2.5,15,6.3,1.9
"464",2,21,2014,0.496126086956522,0.321539130434783,4.8,28,16,0.9,23,9,73,45.6,26,0.28,2.3,17,8,0.8
"465",2,21,2015,0.5004,0.273291304347826,4.7,29,9,0.8,16,6,82,27.2,47,0.37,2.1,11,3.9,0.4
"466",2,21,2016,0.486369565217391,0.321726086956522,4.7,29,9,0.8,16,6,82,27.2,47,0.37,2.1,11,3.9,0.4
"467",2,21,2017,0.544578260869565,0.357860869565217,4.8,30,10,1.1,21,8,75,40,42,0.3,2.9,13,7.2,0.4
"468",2,22,2009,0.69415652173913,0.505630434782609,5.3,27,25,1,17,8,60,44,16,0.16,3.1,24,11.6,0.2
"469",2,22,2010,0.5052,0.321995652173913,4.8,29,14,0.3,10,4,68,21.5,28,0.12,2.3,12,5.5,0.3
"470",2,22,2011,0.524452173913043,0.36095652173913,4.8,30,16,1,17,6,24,73,46,0.28,2.1,12,5.2,0.2
"471",2,22,2012,0.561682608695652,0.379486956521739,4.9,27,10,0.8,24,8,79,41.8,34,0.29,2.1,14,4.3,0.3
"472",2,22,2013,0.567260869565217,0.395882608695652,4.9,27,10,0.8,24,8,79,41.8,34,0.29,2.1,14,4.3,0.3
