"","Gleba","Ponto","Ano","NDVI","EVI","PH","MO","P","K","Ca","Mg","CTC","V%","S","B","Cu","Fe","Mn","Zn"
"55",1,7,2010,0.629117391304348,0.433821739130435,5.4,31,14,1.4,32,11,74,59.4,19,0.14,3,17,7.1,0.7
"56",1,7,2011,0.579847826086957,0.368626086956522,5.4,31,14,1.1,32,11,74,59.4,19,0.14,3,17,7.1,0.7
"57",1,7,2012,0.592465217391304,0.395565217391304,5.4,31,14,1.1,32,11,74,59.4,19,0.14,3,17,7.1,0.7
"58",1,7,2013,0.5922,0.40274347826087,5.4,31,14,1.1,32,11,74,59.4,19,0.14,3,17,7.1,0.7
"59",1,7,2014,0.598169565217391,0.403847826086957,5.4,30,22,1.1,36,10,80,58.3,26,0.16,2.8,12,4.1,0.5
"60",1,7,2015,0.635039130434783,0.415765217391304,5.7,32,8,0.8,49,17,91,72.6,78,0.17,2.9,16,6.7,0.5
"61",1,7,2016,0.5505,0.367065217391304,5.4,32,24,1,43,11,92,60.7,45,0.24,2.7,19,10.2,1
"62",1,7,2017,0.590117391304348,0.385286956521739,5.5,35,16,1.6,47,18,95,70,24,0.21,3.2,16,6.5,0.8
"63",1,8,2009,0.592491304347826,0.395782608695652,5.1,27,15,1.6,16,6,65,35.5,33,0.11,2.5,14,4.4,0.5
"64",1,8,2010,0.629117391304348,0.430060869565217,5.1,27,15,1.6,16,6,65,35.5,33,0.11,2.5,14,4.4,0.5
"65",1,8,2011,0.579847826086957,0.385639130434783,5.1,27,15,1.3,16,6,65,35.5,33,0.11,2.5,14,4.4,0.5
"66",1,8,2012,0.592465217391304,0.419786956521739,5.1,27,15,1.3,16,6,65,35.5,33,0.11,2.5,14,4.4,0.5
"67",1,8,2013,0.5922,0.400852173913044,5.1,27,15,1.3,16,6,65,35.5,33,0.11,2.5,14,4.4,0.5
"68",1,8,2014,0.598169565217391,0.405473913043478,5.1,27,15,1.3,16,6,65,35.5,33,0.11,2.5,14,4.4,0.5
"69",1,8,2015,0.635039130434783,0.410130434782609,5.3,37,8,1.7,43,11,94,59.8,133,0.16,3.5,25,9.1,0.6
"70",1,8,2016,0.5505,0.36985652173913,5.5,35,22,0.8,51,9,94,64.4,54,0.22,2.3,18,9.6,0.8
"71",1,8,2017,0.590117391304348,0.381395652173913,5.7,36,12,1.6,49,18,94,73,23,0.28,3.5,15,7.9,1
"72",1,9,2009,0.687491304347826,0.449413043478261,5.2,26,17,0.5,17,6,60,38.4,34,0.11,3.4,14,6.1,1.3
"73",1,9,2010,0.614821739130435,0.399713043478261,5.2,26,17,0.5,17,6,60,38.4,34,0.11,3.4,14,6.1,1.3
"74",1,9,2011,0.614721739130435,0.381708695652174,5.1,33,16,0.6,36,9,83,55.3,65,0.19,3.6,15,6.8,0.6
"75",1,9,2012,0.641773913043478,0.417465217391304,5.2,35,20,0.9,30,8,79,48.3,77,0.18,2.9,14,7.7,0.5
"76",1,9,2013,0.626373913043478,0.401008695652174,5.2,35,20,0.9,30,8,79,48.3,77,0.18,2.9,14,7.7,0.5
"77",1,9,2014,0.633921739130435,0.425565217391304,5.1,31,8,3.1,36,9,83,57.7,40,0.18,3,13,7.1,0.5
"78",1,9,2015,0.653265217391304,0.41345652173913,5.8,32,13,0.8,40,19,82,72.1,94,0.14,3.5,17,9.7,0.6
"79",1,9,2016,0.599086956521739,0.385969565217391,5.5,37,21,1.3,53,12,100,66.9,48,0.22,3,19,11.7,0.8
"80",1,9,2017,0.609595652173913,0.370786956521739,5.3,34,11,1.2,37,13,84,61,50,0.16,3.7,15,8.3,0.6
"81",1,10,2009,0.658730434782609,0.455717391304348,5.3,27,25,1.1,19,8,66,41.3,33,0.08,5.2,14,5.2,0.4
"82",1,10,2010,0.543247826086957,0.348491304347826,5.1,32,22,0.7,27,8,73,49.3,58,0.14,6.4,25,11.3,1.5
"83",1,10,2011,0.553313043478261,0.361960869565217,5.1,32,22,0.6,27,8,73,49.3,58,0.14,6.4,25,11.3,1.5
"84",1,10,2012,0.58855652173913,0.410304347826087,5.1,32,22,0.6,27,8,73,49.3,58,0.14,6.4,25,11.3,1.5
"85",1,10,2013,0.573030434782609,0.393447826086956,5.1,32,22,0.6,27,8,73,49.3,58,0.14,6.4,25,11.3,1.5
"86",1,10,2014,0.562986956521739,0.381852173913043,5.1,32,22,0.6,27,8,73,49.3,58,0.14,6.4,25,11.3,1.5
"87",1,10,2015,0.60405652173913,0.411326086956522,5.3,29,18,1.1,36,12,86,57.1,123,0.24,7.5,23,17.9,0.7
"88",1,10,2016,0.511730434782609,0.33144347826087,5.4,34,43,1.4,46,15,98,63.4,47,0.29,5,27,14.4,1
"89",1,10,2017,0.560426086956522,0.330917391304348,5.5,33,24,1.2,36,13,78,64,30,0.21,5.2,18,11,1.2
"90",1,11,2009,0.661930434782609,0.443939130434783,4.9,26,29,0.8,13,5,64,29.4,29,0.14,3.7,17,12.5,0.3
"91",1,11,2010,0.568121739130435,0.388739130434783,4.9,26,29,0.8,13,5,64,29.4,29,0.14,3.7,17,12.5,0.3
"92",1,11,2011,0.603447826086957,0.41025652173913,4.9,26,29,0.6,13,5,64,29.4,29,0.14,3.7,17,12.5,0.3
"93",1,11,2012,0.642373913043478,0.459039130434783,4.9,26,29,0.6,13,5,64,29.4,29,0.14,3.7,17,12.5,0.3
"94",1,11,2013,0.596530434782609,0.409630434782609,4.9,26,29,0.6,13,5,64,29.4,29,0.14,3.7,17,12.5,0.3
"95",1,11,2014,0.601726086956522,0.412030434782609,5.6,33,41,7.4,45,13,94,69.8,21,0.18,3.4,12,6.2,0.4
"96",1,11,2015,0.647595652173913,0.436273913043478,5.2,30,14,1,30,12,77,56.9,137,0.18,4.1,18,11,0.6
"97",1,11,2016,0.543021739130435,0.358904347826087,5.3,32,21,0.7,31,9,73,56.3,51,0.22,3.7,17,11.5,0.8
"98",1,11,2017,0.582360869565217,0.370639130434783,5.7,34,26,1.7,43,16,85,71,32,0.21,3.8,16,11.3,1
"99",1,12,2009,0.666291304347826,0.45924347826087,5.2,27,23,0.7,20,7,65,41.9,27,0.15,2.9,15,6.9,0.3
"100",1,12,2010,0.584339130434783,0.407508695652174,5.2,30,32,0.5,27,9,69,52.2,21,0.2,4.2,28,14.4,1
"101",1,12,2011,0.622569565217391,0.432730434782609,5.3,33,28,1,39,12,85,60.7,58,0.24,3.1,15,7.8,1.4
"102",1,12,2012,0.661969565217391,0.481539130434783,5,36,21,0.8,26,6,72,44.6,29,0.2,2.7,16,7.6,0.6
"103",1,12,2013,0.616,0.432139130434783,5,36,21,0.8,26,6,72,44.6,29,0.2,2.7,16,7.6,0.6
"104",1,12,2014,0.619217391304348,0.433626086956522,5,36,21,0.8,26,6,72,44.6,29,0.2,2.7,16,7.6,0.6
"105",1,12,2015,0.665539130434783,0.453726086956522,5.3,31,14,0.9,36,14,81,61.9,98,0.15,4,24,11.9,0.7
"106",1,12,2016,0.54175652173913,0.361834782608696,5.2,29,37,1.1,36,10,81,57.9,55,0.21,3.3,24,12,1.2
"107",1,12,2017,0.58044347826087,0.370917391304348,5.3,31,18,1.1,36,11,77,62,20,0.21,3.4,15,9.7,0.8
"108",1,13,2009,0.6526,0.461234782608696,5.1,25,29,0.6,16,6,62,35.4,28,0.18,3.3,16,7.5,0.3
"109",1,13,2010,0.57965652173913,0.415095652173913,5.1,25,29,0.6,16,6,62,35.4,28,0.18,3.3,16,7.5,0.3
"110",1,13,2011,0.618160869565217,0.433439130434783,5.1,25,29,0.5,16,6,62,35.4,28,0.18,3.3,16,7.5,0.3
"111",1,13,2012,0.663569565217391,0.490108695652174,5.1,25,29,0.5,16,6,62,35.4,28,0.18,3.3,16,7.5,0.3
"112",1,13,2013,0.636130434782609,0.470173913043478,5.1,25,29,0.5,16,6,62,35.4,28,0.18,3.3,16,7.5,0.3
"113",1,13,2014,0.631760869565217,0.456495652173913,5.1,34,32,1.1,26,6,69,46.7,22,0.16,3.1,14,5.6,0.4
"114",1,13,2015,0.672908695652174,0.4646,5.8,31,21,0.8,43,18,88,70.5,121,0.16,3.3,15,6.8,0.8
"115",1,13,2016,0.551278260869565,0.371791304347826,5.2,30,44,1,34,9,79,55.9,47,0.25,3.5,22,11.9,1.5
"116",1,13,2017,0.590226086956522,0.390713043478261,5,31,23,1.1,28,7,70,52,36,0.25,3.5,16,8.8,0.8
"117",1,14,2009,0.641847826086957,0.440747826086957,5.5,29,40,1,29,12,74,56.8,19,0.16,3.8,16,7,0.6
"118",1,14,2010,0.574669565217391,0.415369565217391,5.5,29,40,1,29,12,74,56.8,19,0.16,3.8,16,7,0.6
"119",1,14,2011,0.610086956521739,0.420952173913043,5.5,29,40,0.8,29,12,74,56.8,19,0.16,3.8,16,7,0.6
"120",1,14,2012,0.659191304347826,0.485417391304348,5.5,29,40,0.8,29,12,74,56.8,19,0.16,3.8,16,7,0.6
"121",1,14,2013,0.640560869565217,0.474,5.5,29,40,0.8,29,12,74,56.8,19,0.16,3.8,16,7,0.6
"122",1,14,2014,0.622813043478261,0.450108695652174,5.5,29,40,0.8,29,12,74,56.8,19,0.16,3.8,16,7,0.6
"123",1,14,2015,0.655760869565217,0.441326086956522,5.8,34,44,1,48,18,92,72.8,82,0.21,3.4,18,12.5,0.9
"124",1,14,2016,0.551917391304348,0.372973913043478,5.2,29,39,0.7,37,9,84,54.8,55,0.21,3.1,18,9.8,0.9
"125",1,14,2017,0.582769565217391,0.382986956521739,5.2,32,34,1.3,36,11,79,61,61,0.25,3.3,27,13.5,0.7
"126",1,15,2009,0.673447826086957,0.462917391304348,5.2,28,29,2.1,18,6,64,40.8,12,0.15,2.8,19,11,0.4
"127",1,15,2010,0.586369565217391,0.423321739130435,5.2,28,29,2.1,18,6,64,40.8,12,0.15,2.8,19,11,0.4
"128",1,15,2011,0.6146,0.426847826086957,5.2,33,31,1.1,38,10,85,57.8,54,0.17,2.7,18,7,0.6
"129",1,15,2012,0.655708695652174,0.478852173913043,5.4,37,42,1,40,11,90,57.7,57,0.24,3,24,10.2,0.8
"130",1,15,2013,0.651908695652174,0.480691304347826,5.4,37,42,1,40,11,90,57.7,57,0.24,3,24,10.2,0.8
"131",1,15,2014,0.612917391304348,0.440569565217391,5.3,34,19,1.1,33,10,79,55.5,23,0.16,3.2,16,6.9,0.7
"132",1,15,2015,0.64944347826087,0.437113043478261,5.3,32,23,1.2,38,11,83,59.6,95,0.18,3.6,22,16.5,0.8
"133",1,15,2016,0.554821739130435,0.378313043478261,5.2,32,33,0.7,34,8,80,52.7,65,0.21,3.1,22,11.3,0.9
"134",1,15,2017,0.581247826086956,0.381786956521739,5.1,34,27,1.5,35,9,84,54,52,0.21,3.1,29,11.5,0.6
"135",1,16,2009,0.661639130434783,0.454826086956522,5.3,30,28,3.8,19,9,69,46.1,15,0.1,2.6,14,3.2,0.4
"136",1,16,2010,0.604326086956522,0.439052173913043,5.4,42,38,1.1,38,11,86,58.2,12,0.15,3.1,24,6.6,1
"137",1,16,2011,0.618308695652174,0.435926086956522,5.4,42,38,0.9,38,11,86,58.2,12,0.15,3.1,24,6.6,1
"138",1,16,2012,0.659134782608696,0.482682608695652,5.4,42,38,0.9,38,11,86,58.2,12,0.15,3.1,24,6.6,1
"139",1,16,2013,0.658465217391304,0.479969565217391,5.4,42,38,0.9,38,11,86,58.2,12,0.15,3.1,24,6.6,1
"140",1,16,2014,0.621891304347826,0.444530434782609,5.4,42,38,0.9,38,11,86,58.2,12,0.15,3.1,24,6.6,1
"141",1,16,2015,0.659930434782609,0.447082608695652,5.6,38,20,1,45,12,91,63.8,68,0.21,3.2,62,65.5,0.7
"142",1,16,2016,0.564521739130435,0.394686956521739,5.4,33,28,1.2,37,9,81,58.1,50,0.22,2.7,20,10.5,1.2
"143",1,16,2017,0.584265217391304,0.382947826086957,5.4,36,17,1.3,41,9,82,63,29,0.2,3.1,25,7.7,0.6
"144",1,17,2009,0.665004347826087,0.452473913043478,5.3,28,19,2.4,24,9,73,48.2,10,0.14,3.2,19,8.8,0.2
"145",1,17,2010,0.585213043478261,0.411034782608696,5.3,28,19,2.4,24,9,73,48.2,10,0.14,3.2,19,8.8,0.2
"146",1,17,2011,0.592004347826087,0.410665217391304,5.1,36,18,1,42,12,97,56.5,42,0.2,2.7,15,9.1,0.5
"147",1,17,2012,0.638460869565217,0.4542,5.4,40,24,1.1,52,15,105,64,24,0.2,2.8,19,8.8,0.6
"148",1,17,2013,0.643817391304348,0.455865217391304,5.4,40,24,1.1,52,15,105,64,24,0.2,2.8,19,8.8,0.6
"149",1,17,2014,0.595095652173913,0.40704347826087,5.4,40,24,1.1,52,15,105,64,24,0.2,2.8,19,8.8,0.6
"150",1,17,2015,0.638660869565217,0.424591304347826,5.5,35,11,1,45,17,91,68.2,83,0.17,2.8,21,9.7,0.5
"151",1,17,2016,0.545286956521739,0.373995652173913,5.4,35,22,1.5,46,12,93,63.6,63,0.22,2.9,26,10.3,0.8
"152",1,17,2017,0.569839130434783,0.361669565217391,5.3,35,16,1.8,41,13,89,63,22,0.21,3.5,31,14.6,0.9
"153",1,18,2009,0.665004347826087,0.445278260869565,5.2,29,29,1.4,23,10,76,44.7,19,0.21,3,23,6.9,0.4
"154",1,18,2010,0.585213043478261,0.455239130434783,5.2,29,29,1.4,23,10,76,44.7,19,0.21,3,23,6.9,0.4
"155",1,18,2011,0.592004347826087,0.424695652173913,5.2,29,29,1.1,23,10,76,44.7,19,0.21,3,23,6.9,0.4
"156",1,18,2012,0.638460869565217,0.48424347826087,5.2,29,29,1.1,23,10,76,44.7,19,0.21,3,23,6.9,0.4
"157",1,18,2013,0.643817391304348,0.478421739130435,5.2,29,29,1.1,23,10,76,44.7,19,0.21,3,23,6.9,0.4
"158",1,18,2014,0.595095652173913,0.443373913043478,5.2,28,11,3.6,32,10,79,57.6,13,0.2,3.2,22,10.7,0.6
"159",1,18,2015,0.638660869565217,0.440369565217391,5.4,40,23,1.3,50,19,102,68.6,38,0.27,5.3,39,17.1,1
"160",1,18,2016,0.545286956521739,0.394334782608696,5.1,33,28,0.9,38,11,93,53.3,46,0.25,2.9,32,10.7,0.9
"161",1,18,2017,0.569839130434783,0.37484347826087,5.4,39,23,1.3,43,12,89,63,26,0.18,3.2,25,7.6,0.6
"162",1,19,2009,0.653817391304348,0.450695652173913,5.1,28,76,1.2,21,8,70,43.2,37,0.19,2.5,22,8.3,0.4
"163",1,19,2010,0.589039130434783,0.429304347826087,5.1,28,76,1.2,21,8,70,43.2,37,0.19,2.5,22,8.3,0.4
"164",1,19,2011,0.611378260869565,0.423913043478261,5.3,32,30,0.7,41,13,90,60.9,26,0.18,2.8,20,8.1,0.7
"165",1,19,2012,0.6548,0.475317391304348,4.9,35,37,0.9,26,7,85,40.1,46,0.2,2.4,24,10.1,0.7
"166",1,19,2013,0.650365217391304,0.474152173913043,4.9,35,37,0.9,26,7,85,40.1,46,0.2,2.4,24,10.1,0.7
"167",1,19,2014,0.609391304347826,0.434252173913043,4.9,35,37,0.9,26,7,85,40.1,46,0.2,2.4,24,10.1,0.7
"168",1,19,2015,0.651069565217391,0.43645652173913,5.3,39,25,1.1,41,14,90,62.1,57,0.23,3.5,62,63.4,0.9
"169",1,19,2016,0.54595652173913,0.370147826086957,5.2,34,34,0.8,38,11,91,54.8,63,0.25,2.6,24,11.1,0.8
"170",1,19,2017,0.583678260869565,0.383386956521739,5.1,34,33,1.3,30,10,77,54,49,0.23,3.2,28,13.6,0.7
"171",1,20,2009,0.634178260869565,0.433734782608696,5.3,27,41,1,22,9,67,47.5,19,0.22,3.2,17,6.4,0.4
"172",1,20,2010,0.57375652173913,0.409078260869565,5.3,27,41,1,22,9,67,47.5,19,0.22,3.2,17,6.4,0.4
"173",1,20,2011,0.606182608695652,0.408913043478261,5.3,27,41,0.8,22,9,67,47.5,19,0.22,3.2,17,6.4,0.4
"174",1,20,2012,0.648682608695652,0.4643,5.3,27,41,0.8,22,9,67,47.5,19,0.22,3.2,17,6.4,0.4
"175",1,20,2013,0.634369565217391,0.460826086956522,5.3,27,41,0.8,22,9,67,47.5,19,0.22,3.2,17,6.4,0.4
"176",1,20,2014,0.612,0.432560869565217,5,29,10,1.6,30,7,74,51.4,54,0.2,4.2,17,12.8,0.9
"177",1,20,2015,0.644339130434783,0.42944347826087,5.1,35,31,0.7,40,15,92,59.8,135,0.21,3.4,21,13.2,0.9
"178",1,20,2016,0.538317391304348,0.357286956521739,5,34,41,0.6,30,7,81,46.4,62,0.23,2.7,25,11,0.9
"179",1,20,2017,0.576317391304348,0.373304347826087,5.3,30,40,1.3,36,11,77,63,53,0.21,3.4,26,15.2,0.7
"180",1,21,2009,0.619917391304348,0.425304347826087,5.4,25,40,0.8,22,9,63,50.5,20,0.17,3.7,17,8.8,0.3
"181",1,21,2010,0.565521739130435,0.393508695652174,5.4,25,40,0.8,22,9,63,50.5,20,0.17,3.7,17,8.8,0.3
"182",1,21,2011,0.607086956521739,0.416591304347826,5.4,25,40,0.6,22,9,63,50.5,20,0.17,3.7,17,8.8,0.3
"183",1,21,2012,0.649439130434783,0.466134782608696,5.4,25,40,0.6,22,9,63,50.5,20,0.17,3.7,17,8.8,0.3
"184",1,21,2013,0.624395652173913,0.450821739130435,5.4,25,40,0.6,22,9,63,50.5,20,0.17,3.7,17,8.8,0.3
"185",1,21,2014,0.610186956521739,0.424804347826087,5.4,25,40,0.6,22,9,63,50.5,20,0.17,3.7,17,8.8,0.3
"186",1,21,2015,0.641178260869565,0.434895652173913,5.4,35,40,1,42,15,88,65.8,104,0.25,4.3,25,13,3.9
"187",1,21,2016,0.53554347826087,0.355773913043478,5.1,32,54,0.7,34,10,86,51,55,0.25,3.5,26,13.2,1
"188",1,21,2017,0.576408695652174,0.371613043478261,5.5,33,30,1.1,39,10,76,66,25,0.25,4.4,30,17.5,0.8
"189",1,22,2009,0.638308695652174,0.424804347826087,4.9,26,29,0.9,13,5,62,30.9,41,0.19,2.9,15,5.4,0.3
"190",1,22,2010,0.562434782608696,0.382291304347826,4.9,26,29,0.9,13,5,62,30.9,41,0.19,2.9,15,5.4,0.3
"191",1,22,2011,0.595665217391304,0.396613043478261,5,32,23,0.6,31,9,79,51.7,65,0.23,2.9,14,6.9,0.5
"192",1,22,2012,0.642704347826087,0.448278260869565,5.3,36,33,0.6,38,14,90,57.7,47,0.21,2.8,16,8.1,0.6
"193",1,22,2013,0.600373913043478,0.411517391304348,5.3,36,33,0.6,38,14,90,57.7,47,0.21,2.8,16,8.1,0.6
"194",1,22,2014,0.599113043478261,0.406278260869565,5,29,34,1.3,30,7,75,50.9,37,0.28,3.3,18,9.1,0.8
"195",1,22,2015,0.636934782608696,0.425313043478261,5.7,35,28,1.1,57,18,105,72.4,136,0.25,3.2,44,61.6,1.7
"196",1,22,2016,0.528708695652174,0.349926086956522,5.2,32,36,0.8,35,10,86,53.3,49,0.27,3.6,26,12.7,0.9
"197",1,22,2017,0.575478260869565,0.360760869565217,5.1,35,22,1,30,8,73,53,42,0.23,3.5,27,15,0.6
"198",1,23,2009,0.654526086956522,0.422373913043478,5.1,25,31,0.7,18,7,64,40.5,28,0.16,3.3,14,6.1,0.3
"199",1,23,2010,0.537073913043478,0.352969565217391,5.1,25,31,0.7,18,7,64,40.5,28,0.16,3.3,14,6.1,0.3
"200",1,23,2011,0.586391304347826,0.384995652173913,5.1,25,31,0.5,18,7,64,40.5,28,0.16,3.3,14,6.1,0.3
"201",1,23,2012,0.632704347826087,0.440082608695652,5.1,25,31,0.5,18,7,64,40.5,28,0.16,3.3,14,6.1,0.3
"202",1,23,2013,0.602378260869565,0.409804347826087,5.1,25,31,0.5,18,7,64,40.5,28,0.16,3.3,14,6.1,0.3
"203",1,23,2014,0.5877,0.396752173913043,5.1,25,31,0.5,18,7,64,40.5,28,0.16,3.3,14,6.1,0.3
"204",1,23,2015,0.632652173913044,0.421813043478261,6.2,39,24,1.5,58,21,101,79.2,69,0.22,4.5,18,19,1.2
"205",1,23,2016,0.538091304347826,0.356669565217391,5.1,31,33,0.8,34,10,85,52.9,46,0.22,3.6,24,12.6,0.7
"206",1,23,2017,0.583234782608696,0.365282608695652,5.3,33,23,1,34,11,77,60,30,0.19,3.9,21,11.1,0.5
"207",1,24,2009,0.63794347826087,0.399639130434783,5.4,29,28,0.5,23,8,65,48,13,0.16,5.8,15,6.2,0.3
"208",1,24,2010,0.525995652173913,0.32674347826087,5.4,29,28,0.5,23,8,65,48,13,0.16,5.8,15,6.2,0.3
"209",1,24,2011,0.593713043478261,0.368573913043478,5.4,29,28,0.4,23,8,65,48,13,0.16,5.8,15,6.2,0.3
"210",1,24,2012,0.620504347826087,0.415882608695652,5.4,29,28,0.4,23,8,65,48,13,0.16,5.8,15,6.2,0.3
"211",1,24,2013,0.598082608695652,0.384621739130435,5.4,29,28,0.4,23,8,65,48,13,0.16,5.8,15,6.2,0.3
"212",1,24,2014,0.569413043478261,0.368882608695652,5.5,35,20,1.4,38,9,77,62.5,19,0.19,6.3,14,8.8,0.6
"213",1,24,2015,0.606917391304348,0.387117391304348,5.5,35,18,0.8,41,13,87,63.1,107,0.19,6.6,19,11.5,0.8
"214",1,24,2016,0.538017391304348,0.346260869565217,5.6,38,41,1.2,52,17,100,69.9,45,0.26,7,21,11.9,0.9
"215",1,24,2017,0.544639130434783,0.305865217391304,5.3,38,19,1.5,36,11,83,58,29,0.14,6.2,22,10,0.5
"216",1,25,2009,0.600473913043478,0.365008695652174,5.5,30,20,2.5,29,11,69,60.7,12,0.12,3.7,15,15,0.5
"217",1,25,2010,0.540108695652174,0.337295652173913,5.5,34,13,0.7,37,12,78,62.7,16,0.14,5.3,20,15.1,0.6
"218",1,25,2011,0.584178260869565,0.349104347826087,5.5,34,13,0.5,37,12,78,62.7,16,0.14,5.3,20,15.1,0.6
"219",1,25,2012,0.601952173913043,0.365547826086957,5.5,34,13,0.5,37,12,78,62.7,16,0.14,5.3,20,15.1,0.6
"220",1,25,2013,0.582826086956522,0.360708695652174,5.5,34,13,0.5,37,12,78,62.7,16,0.14,5.3,20,15.1,0.6
"221",1,25,2014,0.576030434782609,0.352082608695652,5.5,34,13,0.5,37,12,78,62.7,16,0.14,5.3,20,15.1,0.6
"222",1,25,2015,0.598647826086957,0.358082608695652,5.9,37,40,1.5,60,19,106,75.8,54,0.19,7.7,20,10.9,1.1
"223",1,25,2016,0.557517391304348,0.340417391304348,5.5,34,27,1,42,14,89,64.1,44,0.22,5.3,20,12.7,1.1
"224",1,25,2017,0.577165217391304,0.33754347826087,5.3,31,8,1.6,31,10,74,58,50,0.16,4.5,22,13.7,0.7
"225",1,26,2009,0.61805652173913,0.371169565217391,5,26,29,0.9,14,5,58,35.7,25,0.18,3,17,8.7,0.6
"226",1,26,2010,0.539747826086956,0.332073913043478,5,26,29,0.9,14,5,58,35.7,25,0.18,3,17,8.7,0.6
"227",1,26,2011,0.577582608695652,0.340878260869565,4.9,34,18,1,29,9,80,48.7,56,0.26,3,17,10.1,0.6
"228",1,26,2012,0.594152173913044,0.372082608695652,5.3,34,73,0.8,34,9,82,53.5,24,0.22,3.5,20,10.4,1.2
"229",1,26,2013,0.589760869565217,0.369208695652174,5.3,34,73,0.8,34,9,82,53.5,24,0.22,3.5,20,10.4,1.2
"230",1,26,2014,0.585626086956522,0.363569565217391,4.9,33,51,1,26,7,76,45,44,0.22,2.6,18,6.8,0.9
"231",1,26,2015,0.607978260869565,0.367047826086957,5.2,31,18,1,35,11,80,58,73,0.2,4.2,20,14.3,0.8
"232",1,26,2016,0.556947826086956,0.345260869565217,5.3,30,26,1.2,33,11,78,57.6,50,0.23,4,21,13.3,1
"233",1,26,2017,0.564121739130435,0.325104347826087,5.2,28,14,1.3,30,9,71,57,48,0.23,3.8,23,16.3,1
"234",1,27,2009,0.65304347826087,0.440047826086957,5.1,26,43,1.1,16,6,61,37.7,27,0.21,3.4,19,12.1,0.5
"235",1,27,2010,0.565847826086956,0.379313043478261,5.1,26,43,1.1,16,6,61,37.7,27,0.21,3.4,19,12.1,0.5
"236",1,27,2011,0.606960869565217,0.395513043478261,5.1,26,43,0.9,16,6,61,37.7,27,0.21,3.4,19,12.1,0.5
"237",1,27,2012,0.63284347826087,0.435821739130435,5.1,26,43,0.9,16,6,61,37.7,27,0.21,3.4,19,12.1,0.5
"238",1,27,2013,0.619491304347826,0.431073913043478,5.1,26,43,0.9,16,6,61,37.7,27,0.21,3.4,19,12.1,0.5
"239",1,27,2014,0.599769565217391,0.401395652173913,5.1,26,43,0.9,16,6,61,37.7,27,0.21,3.4,19,12.1,0.5
"240",1,27,2015,0.622126086956522,0.399382608695652,5.3,33,17,1,35,12,81,59.2,116,0.23,3.7,34,58.2,0.8
"241",1,27,2016,0.537947826086957,0.355982608695652,5,31,32,0.8,27,9,72,50.3,54,0.24,5.4,26,13.8,1.1
"242",1,27,2017,0.556913043478261,0.332213043478261,5.6,28,33,1.1,42,13,82,68,21,0.25,3.8,22,12.7,1.4
"243",1,28,2009,0.6676,0.454591304347826,5.2,27,38,1.5,17,6,59,41.2,22,0.15,3.3,25,13.2,0.4
"244",1,28,2010,0.55765652173913,0.381130434782609,5.2,27,38,1.5,17,6,59,41.2,22,0.15,3.3,25,13.2,0.4
"245",1,28,2011,0.598091304347826,0.3997,5.2,27,38,1.2,17,6,59,41.2,22,0.15,3.3,25,13.2,0.4
"246",1,28,2012,0.642173913043478,0.453191304347826,5.2,27,38,1.2,17,6,59,41.2,22,0.15,3.3,25,13.2,0.4
"247",1,28,2013,0.63144347826087,0.445921739130435,5.2,27,38,1.2,17,6,59,41.2,22,0.15,3.3,25,13.2,0.4
"248",1,28,2014,0.602847826086957,0.42725652173913,5.3,33,32,1.9,31,11,77,56.4,30,0.21,3.7,17,8.6,0.7
"249",1,28,2015,0.632695652173913,0.422034782608696,5.6,30,28,0.9,40,15,83,67.5,56,0.25,4.3,20,14.9,0.9
"250",1,28,2016,0.532695652173913,0.355782608695652,5.1,34,45,1,33,10,82,53.6,54,0.29,4.3,28,13.9,1.2
"251",1,28,2017,0.566091304347826,0.355547826086957,5.1,31,32,1,28,8,71,52,35,0.22,3.8,26,14.8,1
"252",1,29,2009,0.653878260869565,0.444721739130435,5,26,28,1.3,16,6,63,36.8,21,0.14,2.3,22,8.8,0.4
"253",1,29,2010,0.578426086956522,0.404634782608696,5,26,28,1.3,16,6,63,36.8,21,0.14,2.3,22,8.8,0.4
"254",1,29,2011,0.603273913043478,0.405852173913043,5.3,33,26,1,38,13,84,62.1,44,0.19,2.7,15,6.3,0.6
"255",1,29,2012,0.641582608695652,0.457317391304348,6.2,36,311,2.2,83,14,125,79.6,29,0.22,3,19,7.1,0.8
"256",1,29,2013,0.642386956521739,0.457491304347826,6.2,36,311,2.2,83,14,125,79.6,29,0.22,3,19,7.1,0.8
"257",1,29,2014,0.582004347826087,0.408969565217391,6.2,36,311,2.2,83,14,125,79.6,29,0.22,3,19,7.1,0.8
"258",1,29,2015,0.63814347826087,0.426139130434783,5.7,32,32,1.2,53,15,96,72,135,0.25,4,24,12.8,0.9
"259",1,29,2016,0.53154347826087,0.355439130434783,6.8,33,69,0.8,120,11,148,89.5,43,0.17,3.4,24,9.7,1.3
"260",1,29,2017,0.57574347826087,0.370604347826087,5.3,32,31,1.1,36,9,79,58,33,0.21,3.3,24,10.9,1.1
"261",1,30,2009,0.653878260869565,0.444721739130435,5.2,25,19,2.3,12,5,52,36.2,36,0.18,3.1,17,11,0.5
"262",1,30,2010,0.578426086956522,0.404634782608696,5,31,33,1.5,27,7,74,47.6,35,0.25,3.5,32,14.3,1.1
"263",1,30,2011,0.603273913043478,0.405852173913043,5,31,33,1.2,27,7,74,47.6,35,0.25,3.5,32,14.3,1.1
