"","Longitude","Latitude","mes","evi_mean","evi_sd","evi_max","evi_min","evi_cv","evi_obs"
"253",623217.91,7958543.82,"Jan",0.491719512195122,0.151832202150124,0.8552,0.108,30.8778070392851,41
"254",623217.91,7958543.82,"Feb",0.526586046511628,0.156190158188505,0.97,0.2978,29.6608995288021,43
"255",623217.91,7958543.82,"Mar",0.434225,0.131303662119708,0.73,0.1435,30.2386233219433,44
"256",623217.91,7958543.82,"Apr",0.361041860465116,0.159476401049479,0.6527,0.0578,44.1711664248661,43
"257",623217.91,7958543.82,"May",0.349031818181818,0.13221538237343,0.5836,0.0895,37.8806101581707,44
"258",623217.91,7958543.82,"Jun",0.261622727272727,0.106352329904473,0.4923,0.0938,40.6510286828433,44
"259",623217.91,7958543.82,"Jul",0.195413636363636,0.077500045284035,0.413,0.0731,39.6594867820886,44
"260",623217.91,7958543.82,"Aug",0.159352380952381,0.0581940120886444,0.3408,0.0517,36.5190728502729,42
"261",623217.91,7958543.82,"Sep",0.150728571428571,0.0653130184823459,0.3826,0.0569,43.3315448181614,42
"262",623217.91,7958543.82,"Oct",0.199933333333333,0.0966181102628758,0.4997,0.0542,48.3251635192777,27
"263",623217.91,7958543.82,"Nov",0.286088888888889,0.119473257683832,0.5465,0.0613,41.7608870263511,36
"264",623217.91,7958543.82,"Dec",0.384933333333333,0.144774282965346,0.6367,0.0627,37.6102224537615,42
"265",623278.23,7960314.47,"Jan",0.482859523809524,0.138595954362389,0.9271,0.1685,28.7031626235587,42
"266",623278.23,7960314.47,"Feb",0.503423255813954,0.161577162514664,0.9952,0.1097,32.0956889950227,43
"267",623278.23,7960314.47,"Mar",0.455629545454545,0.170080064018487,0.7801,0.0617,37.3285854078695,44
"268",623278.23,7960314.47,"Apr",0.38823023255814,0.174586843630877,0.6606,0.0484,44.9699247996436,43
"269",623278.23,7960314.47,"May",0.348652272727273,0.15521872862398,0.6233,0.1251,44.5196376922509,44
"270",623278.23,7960314.47,"Jun",0.278202272727273,0.129740086306101,0.6272,0.0746,46.6351640603914,44
"271",623278.23,7960314.47,"Jul",0.206786363636364,0.0827750737419241,0.4519,0.0715,40.0292709278863,44
"272",623278.23,7960314.47,"Aug",0.165683333333333,0.0667185128682407,0.3626,0.0478,40.2686930097016,42
"273",623278.23,7960314.47,"Sep",0.168354761904762,0.0720974110775711,0.4587,0.0538,42.8246936777212,42
"274",623278.23,7960314.47,"Oct",0.202551851851852,0.103850985589821,0.502,0.0599,51.2713088724454,27
"275",623278.23,7960314.47,"Nov",0.276091666666667,0.138103647153661,0.5603,0.0585,50.0209400816133,36
"276",623278.23,7960314.47,"Dec",0.41847380952381,0.140960690004685,0.669,0.1216,33.684471237301,42
"277",623286.67,7959544.69,"Jan",0.521,0.150612000299267,0.8134,0.1726,28.908253416366,42
"278",623286.67,7959544.69,"Feb",0.550653488372093,0.177852073831353,0.9352,0.1443,32.2983650493417,43
"279",623286.67,7959544.69,"Mar",0.465854545454545,0.163538592919858,0.8726,0.0687,35.1050761478113,44
"280",623286.67,7959544.69,"Apr",0.391037209302326,0.187313343311422,0.6659,0.05,47.9016673747289,43
"281",623286.67,7959544.69,"May",0.360331818181818,0.156559596755204,0.6518,0.0968,43.4487294364348,44
"282",623286.67,7959544.69,"Jun",0.282790909090909,0.13568621087793,0.6055,0.1038,47.9811077782246,44
"283",623286.67,7959544.69,"Jul",0.200786363636364,0.0890201011815664,0.4873,0.0798,44.3357305592661,44
"284",623286.67,7959544.69,"Aug",0.160852380952381,0.0654894936205847,0.398,0.0553,40.7140343418183,42
"285",623286.67,7959544.69,"Sep",0.15527380952381,0.0841933548722568,0.4568,0.0458,54.2225086963855,42
"286",623286.67,7959544.69,"Oct",0.1984,0.110492025469297,0.4994,0.055,55.6915450954116,27
"287",623286.67,7959544.69,"Nov",0.292361111111111,0.161202792031435,0.7084,0.0542,55.1382471556453,36
"288",623286.67,7959544.69,"Dec",0.391690476190476,0.163014790305372,0.7603,0.069,41.6182675389071,42
"289",623292.01,7958773.23,"Jan",0.499630952380952,0.146173961659947,0.958,0.2072,29.2563863314244,42
"290",623292.01,7958773.23,"Feb",0.519306976744186,0.166189221464927,0.9426,0.1246,32.0021160714721,43
"291",623292.01,7958773.23,"Mar",0.445663636363636,0.153300823115418,0.847,0.0709,34.3983243430553,44
"292",623292.01,7958773.23,"Apr",0.379686046511628,0.177800435991478,0.6535,0.0508,46.8282776322761,43
"293",623292.01,7958773.23,"May",0.358034090909091,0.146052554961501,0.6057,0.1051,40.7929185152889,44
"294",623292.01,7958773.23,"Jun",0.272284090909091,0.123113655077722,0.6023,0.0996,45.2151481442323,44
"295",623292.01,7958773.23,"Jul",0.195811363636364,0.0823409734845072,0.4455,0.0651,42.0511720848952,44
"296",623292.01,7958773.23,"Aug",0.156633333333333,0.0607467058894782,0.3634,0.0457,38.7827447687667,42
"297",623292.01,7958773.23,"Sep",0.152569047619048,0.0773385603759345,0.4334,0.0444,50.690858717977,42
"298",623292.01,7958773.23,"Oct",0.200574074074074,0.105444639476372,0.4958,0.0543,52.5714202910541,27
"299",623292.01,7958773.23,"Nov",0.266983333333333,0.123777712048656,0.5382,0.0537,46.3615876329319,36
"300",623292.01,7958773.23,"Dec",0.397780952380952,0.165221265149518,0.7278,0.0639,41.5357407539431,42
"301",623324.79,7958578.17,"Jan",0.491719512195122,0.151832202150124,0.8552,0.108,30.8778070392851,41
"302",623324.79,7958578.17,"Feb",0.526586046511628,0.156190158188505,0.97,0.2978,29.6608995288021,43
"303",623324.79,7958578.17,"Mar",0.434225,0.131303662119708,0.73,0.1435,30.2386233219433,44
"304",623324.79,7958578.17,"Apr",0.361041860465116,0.159476401049479,0.6527,0.0578,44.1711664248661,43
"305",623324.79,7958578.17,"May",0.349031818181818,0.13221538237343,0.5836,0.0895,37.8806101581707,44
"306",623324.79,7958578.17,"Jun",0.261622727272727,0.106352329904473,0.4923,0.0938,40.6510286828433,44
"307",623324.79,7958578.17,"Jul",0.195413636363636,0.077500045284035,0.413,0.0731,39.6594867820886,44
"308",623324.79,7958578.17,"Aug",0.159352380952381,0.0581940120886444,0.3408,0.0517,36.5190728502729,42
"309",623324.79,7958578.17,"Sep",0.150728571428571,0.0653130184823459,0.3826,0.0569,43.3315448181614,42
"310",623324.79,7958578.17,"Oct",0.199933333333333,0.0966181102628758,0.4997,0.0542,48.3251635192777,27
"311",623324.79,7958578.17,"Nov",0.286088888888889,0.119473257683832,0.5465,0.0613,41.7608870263511,36
"312",623324.79,7958578.17,"Dec",0.384933333333333,0.144774282965346,0.6367,0.0627,37.6102224537615,42
"313",623359.87,7958817.91,"Jan",0.499630952380952,0.146173961659947,0.958,0.2072,29.2563863314244,42
"314",623359.87,7958817.91,"Feb",0.519306976744186,0.166189221464927,0.9426,0.1246,32.0021160714721,43
"315",623359.87,7958817.91,"Mar",0.445663636363636,0.153300823115418,0.847,0.0709,34.3983243430553,44
"316",623359.87,7958817.91,"Apr",0.379686046511628,0.177800435991478,0.6535,0.0508,46.8282776322761,43
"317",623359.87,7958817.91,"May",0.358034090909091,0.146052554961501,0.6057,0.1051,40.7929185152889,44
"318",623359.87,7958817.91,"Jun",0.272284090909091,0.123113655077722,0.6023,0.0996,45.2151481442323,44
"319",623359.87,7958817.91,"Jul",0.195811363636364,0.0823409734845072,0.4455,0.0651,42.0511720848952,44
"320",623359.87,7958817.91,"Aug",0.156633333333333,0.0607467058894782,0.3634,0.0457,38.7827447687667,42
"321",623359.87,7958817.91,"Sep",0.152569047619048,0.0773385603759345,0.4334,0.0444,50.690858717977,42
"322",623359.87,7958817.91,"Oct",0.200574074074074,0.105444639476372,0.4958,0.0543,52.5714202910541,27
"323",623359.87,7958817.91,"Nov",0.266983333333333,0.123777712048656,0.5382,0.0537,46.3615876329319,36
"324",623359.87,7958817.91,"Dec",0.397780952380952,0.165221265149518,0.7278,0.0639,41.5357407539431,42
"325",623361.46,7959777.1,"Jan",0.525052380952381,0.170703468806247,0.9853,0.2276,32.5117026412893,42
"326",623361.46,7959777.1,"Feb",0.526511627906977,0.174141272984926,0.971,0.123,33.0745350633915,43
"327",623361.46,7959777.1,"Mar",0.479481818181818,0.143904734755287,0.7226,0.0693,30.0125529891768,44
"328",623361.46,7959777.1,"Apr",0.3793,0.181309385673587,0.6424,0.0504,47.8010507971491,43
"329",623361.46,7959777.1,"May",0.354181818181818,0.156349122267529,0.6367,0.1101,44.1437460200928,44
"330",623361.46,7959777.1,"Jun",0.283456818181818,0.132746256282738,0.6188,0.1117,46.8312094710633,44
"331",623361.46,7959777.1,"Jul",0.202679545454545,0.0917421426317933,0.4702,0.0683,45.2646281725396,44
"332",623361.46,7959777.1,"Aug",0.158369047619048,0.0637919541072928,0.372,0.0485,40.2805693829406,42
"333",623361.46,7959777.1,"Sep",0.149933333333333,0.0789113694447275,0.4365,0.0421,52.6309711725617,42
"334",623361.46,7959777.1,"Oct",0.198525925925926,0.1177666551755,0.5351,0.0549,59.320541952511,27
"335",623361.46,7959777.1,"Nov",0.260922222222222,0.139420234463215,0.7504,0.0537,53.4336375322119,36
"336",623361.46,7959777.1,"Dec",0.393047619047619,0.166993980084423,0.8004,0.0935,42.4869588293298,42
"337",623366.63,7959003.71,"Jan",0.492257142857143,0.143873894889455,0.958,0.2136,29.227385925654,42
"338",623366.63,7959003.71,"Feb",0.533472093023256,0.165527097947855,0.9197,0.169,31.0282581062097,43
"339",623366.63,7959003.71,"Mar",0.447322727272727,0.15737386217131,0.8001,0.0733,35.1812802203903,44
"340",623366.63,7959003.71,"Apr",0.379927906976744,0.177056655346976,0.6683,0.0503,46.6026980634023,43
"341",623366.63,7959003.71,"May",0.3589,0.146404684446595,0.6044,0.1009,40.7926119940359,44
"342",623366.63,7959003.71,"Jun",0.274486363636364,0.123473404708019,0.6046,0.127,44.9834385476414,44
"343",623366.63,7959003.71,"Jul",0.197993181818182,0.082368563086832,0.4438,0.0725,41.6017169532997,44
"344",623366.63,7959003.71,"Aug",0.160502380952381,0.0600118788570138,0.3634,0.0549,37.3900240612745,42
"345",623366.63,7959003.71,"Sep",0.153566666666667,0.0783890256961617,0.4411,0.0455,51.0455995416725,42
"346",623366.63,7959003.71,"Oct",0.201796296296296,0.108837502308864,0.5204,0.0558,53.9343408706859,27
"347",623366.63,7959003.71,"Nov",0.278677777777778,0.1359323888895,0.6109,0.0512,48.7776205097685,36
"348",623366.63,7959003.71,"Dec",0.395869047619048,0.1629655215489,0.7399,0.0639,41.1665227501507,42
"349",623393,7959061.57,"Jan",0.492257142857143,0.143873894889455,0.958,0.2136,29.227385925654,42
"350",623393,7959061.57,"Feb",0.533472093023256,0.165527097947855,0.9197,0.169,31.0282581062097,43
"351",623393,7959061.57,"Mar",0.447322727272727,0.15737386217131,0.8001,0.0733,35.1812802203903,44
"352",623393,7959061.57,"Apr",0.379927906976744,0.177056655346976,0.6683,0.0503,46.6026980634023,43
"353",623393,7959061.57,"May",0.3589,0.146404684446595,0.6044,0.1009,40.7926119940359,44
"354",623393,7959061.57,"Jun",0.274486363636364,0.123473404708019,0.6046,0.127,44.9834385476414,44
"355",623393,7959061.57,"Jul",0.197993181818182,0.082368563086832,0.4438,0.0725,41.6017169532997,44
"356",623393,7959061.57,"Aug",0.160502380952381,0.0600118788570138,0.3634,0.0549,37.3900240612745,42
"357",623393,7959061.57,"Sep",0.153566666666667,0.0783890256961617,0.4411,0.0455,51.0455995416725,42
"358",623393,7959061.57,"Oct",0.201796296296296,0.108837502308864,0.5204,0.0558,53.9343408706859,27
"359",623393,7959061.57,"Nov",0.278677777777778,0.1359323888895,0.6109,0.0512,48.7776205097685,36
"360",623393,7959061.57,"Dec",0.395869047619048,0.1629655215489,0.7399,0.0639,41.1665227501507,42
"361",623427.76,7959300.89,"Jan",0.504252380952381,0.146394202600951,0.7954,0.1728,29.0319308605855,42
"362",623427.76,7959300.89,"Feb",0.535104761904762,0.149613171052488,0.9335,0.2571,27.9596037456149,42
"363",623427.76,7959300.89,"Mar",0.453236363636364,0.153216527268862,0.8726,0.109,33.8049943829725,44
"364",623427.76,7959300.89,"Apr",0.356458139534884,0.165074378953648,0.5713,0.0476,46.30961132464,43
"365",623427.76,7959300.89,"May",0.345113636363636,0.14348502975298,0.5461,0.0974,41.5761693060989,44
"366",623427.76,7959300.89,"Jun",0.279288636363636,0.124764962687352,0.5282,0.0963,44.6724092722866,44
"367",623427.76,7959300.89,"Jul",0.210677272727273,0.084034322621388,0.4545,0.087,39.8877019497839,44
"368",623427.76,7959300.89,"Aug",0.170002380952381,0.0672482749369653,0.3882,0.0512,39.5572547632742,42
"369",623427.76,7959300.89,"Sep",0.163761904761905,0.0830800875804844,0.4497,0.0484,50.7322430703743,42
"370",623427.76,7959300.89,"Oct",0.202707407407407,0.117403816364146,0.5362,0.0568,57.9178718063244,27
"371",623427.76,7959300.89,"Nov",0.302825,0.151123290017503,0.5964,0.0534,49.9044960018172,36
"372",623427.76,7959300.89,"Dec",0.391554761904762,0.166434292612006,0.7268,0.068,42.5060065167815,42
"373",623436.93,7960008.84,"Jan",0.524007142857143,0.168862722991274,0.9335,0.2162,32.225271218738,42
"374",623436.93,7960008.84,"Feb",0.524181395348837,0.163193102468348,0.9109,0.1523,31.1329444189344,43
"375",623436.93,7960008.84,"Mar",0.454263636363636,0.163708219013328,0.7414,0.0703,36.0381518370712,44
"376",623436.93,7960008.84,"Apr",0.400513953488372,0.179816653423101,0.6747,0.0509,44.8964766038597,43
"377",623436.93,7960008.84,"May",0.344406818181818,0.151795822778153,0.6235,0.1017,44.074569597521,44
"378",623436.93,7960008.84,"Jun",0.268390909090909,0.131292552469811,0.5612,0.0643,48.9184052151855,44
"379",623436.93,7960008.84,"Jul",0.199745454545455,0.0905145226804387,0.4767,0.0707,45.3149348937204,44
"380",623436.93,7960008.84,"Aug",0.166169047619048,0.0697898884565534,0.4051,0.0524,41.9993310767182,42
"381",623436.93,7960008.84,"Sep",0.157585714285714,0.0831290051561899,0.4542,0.0439,52.7516123736134,42
"382",623436.93,7960008.84,"Oct",0.204003703703704,0.112396240976978,0.5582,0.054,55.0951962814476,27
"383",623436.93,7960008.84,"Nov",0.287686111111111,0.144349310756488,0.6039,0.0484,50.1759748494555,36
"384",623436.93,7960008.84,"Dec",0.438636585365854,0.169770530063521,0.801,0.1077,38.7041427294352,41
"385",623444.74,7959238.96,"Jan",0.504252380952381,0.146394202600951,0.7954,0.1728,29.0319308605855,42
"386",623444.74,7959238.96,"Feb",0.535104761904762,0.149613171052488,0.9335,0.2571,27.9596037456149,42
"387",623444.74,7959238.96,"Mar",0.453236363636364,0.153216527268862,0.8726,0.109,33.8049943829725,44
"388",623444.74,7959238.96,"Apr",0.356458139534884,0.165074378953648,0.5713,0.0476,46.30961132464,43
"389",623444.74,7959238.96,"May",0.345113636363636,0.14348502975298,0.5461,0.0974,41.5761693060989,44
"390",623444.74,7959238.96,"Jun",0.279288636363636,0.124764962687352,0.5282,0.0963,44.6724092722866,44
"391",623444.74,7959238.96,"Jul",0.210677272727273,0.084034322621388,0.4545,0.087,39.8877019497839,44
"392",623444.74,7959238.96,"Aug",0.170002380952381,0.0672482749369653,0.3882,0.0512,39.5572547632742,42
"393",623444.74,7959238.96,"Sep",0.163761904761905,0.0830800875804844,0.4497,0.0484,50.7322430703743,42
"394",623444.74,7959238.96,"Oct",0.202707407407407,0.117403816364146,0.5362,0.0568,57.9178718063244,27
"395",623444.74,7959238.96,"Nov",0.302825,0.151123290017503,0.5964,0.0534,49.9044960018172,36
"396",623444.74,7959238.96,"Dec",0.391554761904762,0.166434292612006,0.7268,0.068,42.5060065167815,42
"397",623461.92,7959541.31,"Jan",0.507738095238095,0.141178656841262,0.843,0.1726,27.8054095537304,42
"398",623461.92,7959541.31,"Feb",0.555062790697674,0.158031091008573,0.9335,0.2702,28.4708493628152,43
"399",623461.92,7959541.31,"Mar",0.45265,0.142566727746923,0.7407,0.0949,31.4960185014741,44
"400",623461.92,7959541.31,"Apr",0.360886046511628,0.168072607016241,0.5662,0.0457,46.5722098819983,43
"401",623461.92,7959541.31,"May",0.350875,0.149949832114487,0.5846,0.0692,42.7359692524366,44
"402",623461.92,7959541.31,"Jun",0.282002272727273,0.125792877915443,0.5338,0.1015,44.6070440138255,44
"403",623461.92,7959541.31,"Jul",0.209179545454545,0.0865586495067925,0.4743,0.087,41.380073428643,44
"404",623461.92,7959541.31,"Aug",0.16817380952381,0.0634657159591439,0.3882,0.0496,37.7381687070356,42
"405",623461.92,7959541.31,"Sep",0.161485714285714,0.0829476842806725,0.4519,0.0473,51.3653388149954,42
"406",623461.92,7959541.31,"Oct",0.20102962962963,0.11232001607637,0.4937,0.0516,55.8723688061828,27
"407",623461.92,7959541.31,"Nov",0.290080555555556,0.147539919672018,0.5839,0.0542,50.8617061179618,36
"408",623461.92,7959541.31,"Dec",0.389735714285714,0.162409027175259,0.6755,0.069,41.6715792836468,42
"409",623493.75,7959784.44,"Jan",0.524680952380952,0.169240984539358,0.9335,0.1968,32.2559802812278,42
"410",623493.75,7959784.44,"Feb",0.533748837209302,0.172506112206541,0.9467,0.1528,32.3197167245341,43
"411",623493.75,7959784.44,"Mar",0.479311363636364,0.155058772377188,0.7319,0.0697,32.3503225963208,44
"412",623493.75,7959784.44,"Apr",0.389490697674419,0.186187193071348,0.6832,0.0509,47.8027316654902,43
"413",623493.75,7959784.44,"May",0.352279545454545,0.150393899213761,0.6247,0.0971,42.6916354225755,44
"414",623493.75,7959784.44,"Jun",0.275534090909091,0.124970193549896,0.5586,0.1071,45.3556193854533,44
"415",623493.75,7959784.44,"Jul",0.200788636363636,0.0845127985791421,0.4641,0.0881,42.0904290749233,44
"416",623493.75,7959784.44,"Aug",0.162085714285714,0.0651198653569823,0.3929,0.055,40.1761905075688,42
"417",623493.75,7959784.44,"Sep",0.153435714285714,0.0829916358448793,0.4582,0.0421,54.0888646631121,42
"418",623493.75,7959784.44,"Oct",0.199403703703704,0.119937369814677,0.5599,0.0573,60.1480151005087,27
"419",623493.75,7959784.44,"Nov",0.294594444444444,0.144087582382471,0.6426,0.0538,48.9104886734019,36
"420",623493.75,7959784.44,"Dec",0.40220487804878,0.150872513983196,0.7877,0.0905,37.5113585680823,41
"421",623512.9,7960240.43,"Jan",0.464285365853659,0.149491977311452,0.7958,0.0045,32.1982962001374,41
"422",623512.9,7960240.43,"Feb",0.507672093023256,0.140985859347635,0.8569,0.1361,27.7710477462027,43
"423",623512.9,7960240.43,"Mar",0.462568181818182,0.149399011193028,0.7415,0.0975,32.2977275708408,44
"424",623512.9,7960240.43,"Apr",0.388718604651163,0.165269710669177,0.6034,0.0505,42.5165424787141,43
"425",623512.9,7960240.43,"May",0.346136363636364,0.138729288151855,0.5851,0.1129,40.0793741213502,44
"426",623512.9,7960240.43,"Jun",0.262897727272727,0.121706907733552,0.5566,0.0716,46.2943932593586,44
"427",623512.9,7960240.43,"Jul",0.202443181818182,0.0810572533739228,0.4386,0.0763,40.0395077008431,44
"428",623512.9,7960240.43,"Aug",0.175635714285714,0.0683233767851898,0.379,0.0606,38.9006171455796,42
"429",623512.9,7960240.43,"Sep",0.172528571428571,0.0726562077844469,0.4644,0.0538,42.1125655784655,42
"430",623512.9,7960240.43,"Oct",0.207459259259259,0.09254079042097,0.4737,0.0537,44.6067294134714,27
"431",623512.9,7960240.43,"Nov",0.292947222222222,0.13568020907605,0.5814,0.0599,46.3155813688264,36
"432",623512.9,7960240.43,"Dec",0.417580952380952,0.151665508463881,0.8102,0.0564,36.3200255181943,42
"433",623518.78,7959470.62,"Jan",0.507738095238095,0.141178656841262,0.843,0.1726,27.8054095537304,42
"434",623518.78,7959470.62,"Feb",0.555062790697674,0.158031091008573,0.9335,0.2702,28.4708493628152,43
"435",623518.78,7959470.62,"Mar",0.45265,0.142566727746923,0.7407,0.0949,31.4960185014741,44
"436",623518.78,7959470.62,"Apr",0.360886046511628,0.168072607016241,0.5662,0.0457,46.5722098819983,43
"437",623518.78,7959470.62,"May",0.350875,0.149949832114487,0.5846,0.0692,42.7359692524366,44
"438",623518.78,7959470.62,"Jun",0.282002272727273,0.125792877915443,0.5338,0.1015,44.6070440138255,44
"439",623518.78,7959470.62,"Jul",0.209179545454545,0.0865586495067925,0.4743,0.087,41.380073428643,44
"440",623518.78,7959470.62,"Aug",0.16817380952381,0.0634657159591439,0.3882,0.0496,37.7381687070356,42
"441",623518.78,7959470.62,"Sep",0.161485714285714,0.0829476842806725,0.4519,0.0473,51.3653388149954,42
"442",623518.78,7959470.62,"Oct",0.20102962962963,0.11232001607637,0.4937,0.0516,55.8723688061828,27
"443",623518.78,7959470.62,"Nov",0.290080555555556,0.147539919672018,0.5839,0.0542,50.8617061179618,36
"444",623518.78,7959470.62,"Dec",0.389735714285714,0.162409027175259,0.6755,0.069,41.6715792836468,42
"445",623529.75,7960023.3,"Jan",0.524007142857143,0.168862722991274,0.9335,0.2162,32.225271218738,42
"446",623529.75,7960023.3,"Feb",0.524181395348837,0.163193102468348,0.9109,0.1523,31.1329444189344,43
"447",623529.75,7960023.3,"Mar",0.454263636363636,0.163708219013328,0.7414,0.0703,36.0381518370712,44
"448",623529.75,7960023.3,"Apr",0.400513953488372,0.179816653423101,0.6747,0.0509,44.8964766038597,43
"449",623529.75,7960023.3,"May",0.344406818181818,0.151795822778153,0.6235,0.1017,44.074569597521,44
"450",623529.75,7960023.3,"Jun",0.268390909090909,0.131292552469811,0.5612,0.0643,48.9184052151855,44
"451",623529.75,7960023.3,"Jul",0.199745454545455,0.0905145226804387,0.4767,0.0707,45.3149348937204,44
"452",623529.75,7960023.3,"Aug",0.166169047619048,0.0697898884565534,0.4051,0.0524,41.9993310767182,42
"453",623529.75,7960023.3,"Sep",0.157585714285714,0.0831290051561899,0.4542,0.0439,52.7516123736134,42
"454",623529.75,7960023.3,"Oct",0.204003703703704,0.112396240976978,0.5582,0.054,55.0951962814476,27
"455",623529.75,7960023.3,"Nov",0.287686111111111,0.144349310756488,0.6039,0.0484,50.1759748494555,36
"456",623529.75,7960023.3,"Dec",0.438636585365854,0.169770530063521,0.801,0.1077,38.7041427294352,41
"457",623563.98,7960264.38,"Jan",0.464285365853659,0.149491977311452,0.7958,0.0045,32.1982962001374,41
"458",623563.98,7960264.38,"Feb",0.507672093023256,0.140985859347635,0.8569,0.1361,27.7710477462027,43
"459",623563.98,7960264.38,"Mar",0.462568181818182,0.149399011193028,0.7415,0.0975,32.2977275708408,44
"460",623563.98,7960264.38,"Apr",0.388718604651163,0.165269710669177,0.6034,0.0505,42.5165424787141,43
"461",623563.98,7960264.38,"May",0.346136363636364,0.138729288151855,0.5851,0.1129,40.0793741213502,44
"462",623563.98,7960264.38,"Jun",0.262897727272727,0.121706907733552,0.5566,0.0716,46.2943932593586,44
"463",623563.98,7960264.38,"Jul",0.202443181818182,0.0810572533739228,0.4386,0.0763,40.0395077008431,44
"464",623563.98,7960264.38,"Aug",0.175635714285714,0.0683233767851898,0.379,0.0606,38.9006171455796,42
"465",623563.98,7960264.38,"Sep",0.172528571428571,0.0726562077844469,0.4644,0.0538,42.1125655784655,42
"466",623563.98,7960264.38,"Oct",0.207459259259259,0.09254079042097,0.4737,0.0537,44.6067294134714,27
"467",623563.98,7960264.38,"Nov",0.292947222222222,0.13568020907605,0.5814,0.0599,46.3155813688264,36
"468",623563.98,7960264.38,"Dec",0.417580952380952,0.151665508463881,0.8102,0.0564,36.3200255181943,42
"469",623569.24,7958544.67,"Jan",0.508473809523809,0.138066046513137,0.838,0.2396,27.153030092629,42
"470",623569.24,7958544.67,"Feb",0.514895348837209,0.145119023323038,0.911,0.1433,28.1841783288121,43
"471",623569.24,7958544.67,"Mar",0.412779545454545,0.151011914791817,0.8035,0.0819,36.5841564715919,44
"472",623569.24,7958544.67,"Apr",0.329293023255814,0.154095400869766,0.5254,0.0598,46.7958292423509,43
"473",623569.24,7958544.67,"May",0.326581818181818,0.132241606359085,0.5036,0.0739,40.4926419649799,44
"474",623569.24,7958544.67,"Jun",0.267109090909091,0.108736018760568,0.444,0.1003,40.7084679860542,44
"475",623569.24,7958544.67,"Jul",0.2089,0.0835064849173752,0.4136,0.1003,39.974382440103,44
"476",623569.24,7958544.67,"Aug",0.17312380952381,0.0636766634494961,0.3389,0.0532,36.7809971514858,42
"477",623569.24,7958544.67,"Sep",0.160538095238095,0.073156657674726,0.4003,0.0499,45.569655953764,42
"478",623569.24,7958544.67,"Oct",0.208274074074074,0.101840042723844,0.4858,0.0548,48.8971290241452,27
"479",623569.24,7958544.67,"Nov",0.282336111111111,0.111322610083815,0.4731,0.06,39.4291079684116,36
"480",623569.24,7958544.67,"Dec",0.380147619047619,0.150733218113902,0.635,0.0681,39.6512329845793,42
"481",623594.66,7959700.67,"Jan",0.524680952380952,0.169240984539358,0.9335,0.1968,32.2559802812278,42
"482",623594.66,7959700.67,"Feb",0.533748837209302,0.172506112206541,0.9467,0.1528,32.3197167245341,43
"483",623594.66,7959700.67,"Mar",0.479311363636364,0.155058772377188,0.7319,0.0697,32.3503225963208,44
"484",623594.66,7959700.67,"Apr",0.389490697674419,0.186187193071348,0.6832,0.0509,47.8027316654902,43
"485",623594.66,7959700.67,"May",0.352279545454545,0.150393899213761,0.6247,0.0971,42.6916354225755,44
"486",623594.66,7959700.67,"Jun",0.275534090909091,0.124970193549896,0.5586,0.1071,45.3556193854533,44
"487",623594.66,7959700.67,"Jul",0.200788636363636,0.0845127985791421,0.4641,0.0881,42.0904290749233,44
"488",623594.66,7959700.67,"Aug",0.162085714285714,0.0651198653569823,0.3929,0.055,40.1761905075688,42
"489",623594.66,7959700.67,"Sep",0.153435714285714,0.0829916358448793,0.4582,0.0421,54.0888646631121,42
"490",623594.66,7959700.67,"Oct",0.199403703703704,0.119937369814677,0.5599,0.0573,60.1480151005087,27
"491",623594.66,7959700.67,"Nov",0.294594444444444,0.144087582382471,0.6426,0.0538,48.9104886734019,36
"492",623594.66,7959700.67,"Dec",0.40220487804878,0.150872513983196,0.7877,0.0905,37.5113585680823,41
"493",623604.18,7958784.1,"Jan",0.5057,0.153960359167943,0.958,0.1622,30.4449988467358,42
"494",623604.18,7958784.1,"Feb",0.521495348837209,0.150103570519204,0.9268,0.17,28.7832999573041,43
"495",623604.18,7958784.1,"Mar",0.434690909090909,0.147223136797368,0.847,0.0709,33.8684646304804,44
"496",623604.18,7958784.1,"Apr",0.364888372093023,0.159823888507829,0.5548,0.0517,43.800762296444,43
"497",623604.18,7958784.1,"May",0.344454545454545,0.130102427366922,0.5198,0.0918,37.7705648201675,44
"498",623604.18,7958784.1,"Jun",0.272922727272727,0.110958349327179,0.4915,0.0953,40.6555915793337,44
"499",623604.18,7958784.1,"Jul",0.205943181818182,0.0815405460498377,0.4349,0.0988,39.5937099397766,44
"500",623604.18,7958784.1,"Aug",0.165890476190476,0.0623388099353682,0.3719,0.0517,37.5782934421084,42
"501",623604.18,7958784.1,"Sep",0.157592857142857,0.0765793463617874,0.4334,0.0519,48.5931581863311,42
"502",623604.18,7958784.1,"Oct",0.212914814814815,0.107798354146504,0.5302,0.0554,50.6298043376001,27
"503",623604.18,7958784.1,"Nov",0.291613888888889,0.129215218371251,0.559,0.0549,44.3103786529472,36
"504",623604.18,7958784.1,"Dec",0.384133333333333,0.157811039625377,0.6375,0.0639,41.0823601940412,42
"505",623638.23,7959025.97,"Jan",0.534478571428571,0.149116561929961,0.9445,0.216,27.8994462830189,42
"506",623638.23,7959025.97,"Feb",0.53293023255814,0.159294062506876,0.9163,0.1581,29.8902281715643,43
"507",623638.23,7959025.97,"Mar",0.437897727272727,0.163912700089189,0.7989,0.0763,37.4317311738644,44
"508",623638.23,7959025.97,"Apr",0.349055813953488,0.157619117921782,0.5403,0.0564,45.1558494719086,43
